Date,Author,File,Attribution,ID
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentCollectionConverter.java,pc_with_tc_with_bug,904
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentCollectionConverter.java,pc_with_tc_with_bug,904
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentMapConverter.java,pc_with_tc_with_bug,905
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentMapConverter.java,pc_with_tc_with_bug,905
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedMapConverter.java,pc_with_tc_with_bug,906
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedMapConverter.java,pc_with_tc_with_bug,906
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedSetConverter.java,pc_with_tc_with_bug,907
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedSetConverter.java,pc_with_tc_with_bug,907
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,pc_with_tc_with_bug,908
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,pc_with_tc_with_bug,908
2012/06/09,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/util/Hibernate.java,pc_with_tc_with_bug,909
2009/04/29,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_tc_with_bug,910
2008/12/03,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_tc_with_bug,910
2008/01/24,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_tc_with_bug,910
2007/12/11,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_tc_with_bug,910
2007/12/01,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_tc_with_bug,910
