58,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128
80,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106
81,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106
82,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106
83,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106
84,fully covered,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65x4,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65
85,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106x4
86,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106x4
87,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106
103,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106
108,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106
121,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106
122,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testAbortInAllocate#128,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#78,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#65,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#92,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#51,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#106
132,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testSocketConnectFailureReleasesConnection#311,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#70,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#57,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#111
133,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testSocketConnectFailureReleasesConnection#311,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#70,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#57,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#111
134,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testSocketConnectFailureReleasesConnection#311,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#57,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#111,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#70
138,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testSocketConnectFailureReleasesConnection#311,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#57,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#111,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#70
139,fully covered,org.apache.http.impl.client.integration.TestAbortHandling#testSocketConnectFailureReleasesConnection#311,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnUnknownHost#70
141,fully covered,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#57,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#111,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97x4
142,fully covered,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#57,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#111
143,fully covered,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectTimeout#57,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnConnectionTimeout#111
145,fully covered,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83x4,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97x4
147,fully covered,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97
148,fully covered,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#noRetryOnAbortedRequests#83,org.apache.http.impl.client.TestDefaultHttpRequestRetryHandler#retryOnNonAbortedRequests#97
