42,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
44,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
45,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
46,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
60,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
61,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
62,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
63,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
64,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
65,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
66,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
67,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#114,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldTimeout#123,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCalls#133x100,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteSingleCall#107,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldExecuteMultipleCallsAndCallback#150x100
115,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#116
116,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#116
119,fully covered,org.apache.http.impl.client.TestFutureRequestExecutionService#shouldCancel#116
