154,fully covered,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartBasics#44,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartMultipleBuilds#63,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartCustomHeaders#99,org.apache.http.entity.mime.TestMultipartContentBody#testStringBodyInvalidConstruction1#70,org.apache.http.entity.mime.TestMultipartContentBody#testStringBodyInvalidConstruction2#75,"org.apache.http.entity.mime.TestMultipartContentBody#testStringBody#43, 56",org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#365, 368","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#104, 109","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#60, 65, 67","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
155,fully covered,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartBasics#44,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartMultipleBuilds#63,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartCustomHeaders#99,org.apache.http.entity.mime.TestMultipartContentBody#testStringBodyInvalidConstruction1#70,"org.apache.http.entity.mime.TestMultipartContentBody#testStringBody#43, 56",org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#365, 368","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#104, 109","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#60, 65, 67","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
156,fully covered,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartBasics#44,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartMultipleBuilds#63,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartCustomHeaders#99,"org.apache.http.entity.mime.TestMultipartContentBody#testStringBody#43, 56",org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#365, 368","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#104, 109","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#60, 65, 67","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
157,fully covered,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#104, 109","org.apache.http.entity.mime.TestMultipartContentBody#testStringBody#43, 56",org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#109,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#104,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartBasics#44,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#365, 368",org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartMultipleBuilds#63,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartCustomHeaders#99,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#60, 65, 67"
158,fully covered,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartBasics#44,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartMultipleBuilds#63,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartCustomHeaders#99,"org.apache.http.entity.mime.TestMultipartContentBody#testStringBody#43, 56",org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#365, 368","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#104, 109","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#60, 65, 67","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
169,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#373x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#114x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#74x3,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#108x2, 118x2"
170,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#373x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#114x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#74x3,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#108x2, 118x2"
171,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#373x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#114x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#74x3,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#108x2, 118x2"
173,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#74x6,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#373x4,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#114x4,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#108x4, 118x4"
174,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#373x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#114x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#74x3,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#108x2, 118x2"
176,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#373x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#114x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#74x3,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#108x2, 118x2"
177,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#373x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#114x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#74x3,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#108x2, 118x2"
181,fully covered,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartBasics#48,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartMultipleBuilds#68,"org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartCustomHeaders#108, 129","org.apache.http.entity.mime.TestMultipartContentBody#testStringBody#53, 65",org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#365, 368","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#106, 109","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#62, 66, 69","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
186,fully covered,"org.apache.http.entity.mime.TestMultipartContentBody#testStringBody#44, 57",org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#71,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#403x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#133x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#99x3,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#99x2
191,fully covered,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartBasics#48,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartMultipleBuilds#68,"org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartCustomHeaders#108, 129","org.apache.http.entity.mime.TestMultipartContentBody#testStringBody#48, 60",org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringPartsMultiCharsets#365, 368","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormCustomContentType#106, 109","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStringParts#62, 66, 69","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
