59,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#80x2
61,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#80
66,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#80,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#110,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#94,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#53,org.apache.http.entity.mime.TestMultipartEntityBuilder#testBasics#45,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#66,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testImplictContractorParams#71,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#128,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#96,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#46
67,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#80,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#110,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#94,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#53,org.apache.http.entity.mime.TestMultipartEntityBuilder#testBasics#45,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#66,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testImplictContractorParams#71,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#128,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#96,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#46
68,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#80,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#110,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#94,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#53,org.apache.http.entity.mime.TestMultipartEntityBuilder#testBasics#45,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#66,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testImplictContractorParams#71,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#128,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#96,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#46
69,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#80,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#110,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#94,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#53,org.apache.http.entity.mime.TestMultipartEntityBuilder#testBasics#45,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#66,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testImplictContractorParams#71,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#128,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#96,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#46
72,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#80,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#110,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#94,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#53,org.apache.http.entity.mime.TestMultipartEntityBuilder#testBasics#45,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#66,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testImplictContractorParams#71,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#128,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#96,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#46
75,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#80,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#110,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#94,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#53,org.apache.http.entity.mime.TestMultipartEntityBuilder#testBasics#45,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#66,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testImplictContractorParams#71,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#128,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#96,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#46
76,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#80,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#110,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#94,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#53,org.apache.http.entity.mime.TestMultipartEntityBuilder#testBasics#45,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#66,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testImplictContractorParams#71,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#128,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#96,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#46
84,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#84,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#117,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#56,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#47
85,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#84,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#117,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#56,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#47
94,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#82,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#115,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#54,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#48
95,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#82,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#115,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#54,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#48
121,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#81,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#111,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#95
122,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#81,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#111,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#95
123,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#81,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#111,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartContentTypeParameter#95
127,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#83,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#116,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#55,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#49
128,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentType#83,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartCustomContentTypeParameterOverrides#116,org.apache.http.entity.mime.TestMultipartEntityBuilder#testMultipartOptions#55,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testExplictContractorParams#49
135,fully covered,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98","org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67, 68, 69, 70","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#129, 131"
138,fully covered,"org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98","org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67, 68, 69, 70","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#129, 131"
139,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#129,org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97
141,fully covered,"org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67, 68, 69, 70","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#129, 131","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
142,fully covered,"org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67, 68, 69, 70","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#129, 131","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
146,fully covered,"org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67, 68, 69, 70","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#129, 131","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
147,fully covered,"org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#67, 68, 69, 70","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testNonRepeatable#129, 131","org.apache.http.entity.mime.TestMultipartFormHttpEntity#testRepeatable#97, 98"
