tc_name,lifetime,commit interval,status,born,dead
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestAsynchronousValidationRequest.java,1830,57.0,arrive,1292531387,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestAsynchronousValidator.java,1830,26.0,arrive,1292531387,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestBasicHttpCache.java,1950,26.0,arrive,1282158943,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCacheEntry.java,125,6.0,dead,1273695087,1284580841
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCacheEntryGenerator.java,90,9.5,dead,1273695087,1281532780
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCacheEntryUpdater.java,2048,42.0,arrive,1273695087,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCacheInvalidator.java,2048,23.0,arrive,1273695087,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCacheKeyGenerator.java,1832,146.5,arrive,1292361486,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCacheValidityPolicy.java,1977,53.5,arrive,1279804589,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCacheableRequestPolicy.java,2048,660.0,arrive,1273695087,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCachedHttpResponseGenerator.java,2048,59.0,arrive,1273695087,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCachedResponseSuitabilityChecker.java,2048,54.5,arrive,1273695087,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCachingExec.java,1107,4.0,arrive,1354996764,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCachingExecChain.java,914,37.0,arrive,1371671402,1450672228
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCachingHttpClient.java,940,3.0,dead,1273695087,1354996764
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCachingHttpClientBuilder.java,1034,98.0,arrive,1361287396,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCombinedEntity.java,1956,383.5,arrive,1281645174,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestCombinedInputStream.java,92,92.0,dead,1273695087,1281645174
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestConditionalRequestBuilder.java,2048,23.0,arrive,1273695087,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestDefaultCacheEntrySerializer.java,62,11.0,dead,1273695087,1279052944
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestDefaultFailureCache.java,1026,51.0,arrive,1361961245,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestExponentialBackingOffSchedulingStrategy.java,1026,96.5,arrive,1361961245,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestHttpCacheEntrySerializers.java,1947,31.0,arrive,1282392555,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestHttpCacheJiraNumber1147.java,1458,49.5,arrive,1324673831,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestImmediateSchedulingStrategy.java,1026,180.5,arrive,1361961245,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestProtocolAllowedBehavior.java,1969,70.0,arrive,1280493270,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestProtocolDeviations.java,2048,8.0,arrive,1273695087,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestProtocolRecommendations.java,1930,2.5,arrive,1283888469,1450672229
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestProtocolRequirements.java,2048,6.0,arrive,1273695087,1450672230
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestRFC5861Compliance.java,1832,19.0,arrive,1292347086,1450672230
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestRequestProtocolCompliance.java,1803,178.0,arrive,1294859677,1450672230
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestResponseCache.java,186,7.0,dead,1273695087,1289767367
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestResponseCachingPolicy.java,2048,52.0,arrive,1273695087,1450672230
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestResponseProtocolCompliance.java,1733,23.0,arrive,1300891704,1450672230
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestSizeLimitedResponseReader.java,2048,92.0,arrive,1273695087,1450672230
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestStaleWhileRevalidationReleasesConnection.java,749,10.0,arrive,1385930017,1450672230
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestURIExtractor.java,216,47.5,dead,1273695087,1292361486
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/TestWarningValue.java,1931,470.0,arrive,1283803012,1450672230
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/ehcache/TestEhcacheHttpCache.java,6,2.0,dead,1281898292,1282421981
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/ehcache/TestEhcacheHttpCacheStorage.java,1947,56.0,arrive,1282421981,1450672230
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/ehcache/TestEhcacheProtcolRequirements.java,37,18.5,dead,1281898292,1285167164
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/ehcache/TestEhcacheProtocolRequirements.java,1947,46.0,arrive,1282392555,1450672231
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/ehcache/TestProtocolRequirementsWithDeprecatedSerializer.java,0,0.0,dead,1294766900,1294842092
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/memcached/TestMemcachedCacheEntryFactoryImpl.java,1433,17.0,arrive,1326820334,1450672231
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/memcached/TestMemcachedCacheEntryImpl.java,1433,18.5,arrive,1326820334,1450672231
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/memcached/TestMemcachedHttpCacheStorage.java,1929,26.0,arrive,1283980625,1450672231
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/memcached/TestPrefixKeyHashingScheme.java,1433,16.5,arrive,1326836108,1450672231
httpclient-cache/src/test/java/org/apache/http/impl/client/cache/memcached/TestSHA256HashingScheme.java,1433,18.0,arrive,1326820334,1450672231
httpclient-osgi/src/test/java/org/apache/http/osgi/impl/MimeExportedIT.java,126,0.0,arrive,1439734770,1450672231
httpclient-osgi/src/test/java/org/apache/http/osgi/impl/TestPropertiesUtils.java,976,156.0,arrive,1366278319,1450672231
httpclient-win/src/test/java/org/apache/http/impl/auth/win/TestWindowsNegotiateScheme.java,489,18.0,arrive,1408347524,1450672231
httpclient/src/test/java/org/apache/http/auth/TestAuthChallenge.java,176,0,arrive,1435402253,1450672231
httpclient/src/test/java/org/apache/http/auth/TestAuthScope.java,284,0.0,arrive,1426105727,1450672231
httpclient/src/test/java/org/apache/http/auth/TestCredentials.java,2485,134.0,arrive,1235925412,1450672231
httpclient/src/test/java/org/apache/http/auth/util/TestByteArrayBuilder.java,132,0,arrive,1439235849,1450672231
httpclient/src/test/java/org/apache/http/client/async/HttpClientWithFutureTest.java,56,6.0,dead,1359991729,1364898175
httpclient/src/test/java/org/apache/http/client/config/TestRequestConfig.java,872,22.0,arrive,1375288175,1450672231
httpclient/src/test/java/org/apache/http/client/entity/TestDecompressingEntity.java,1723,202.0,arrive,1301744092,1450672231
httpclient/src/test/java/org/apache/http/client/entity/TestEntityBuilder.java,1164,418.0,arrive,1350067453,1450672232
httpclient/src/test/java/org/apache/http/client/entity/TestGZip.java,1164,29.0,arrive,1350067453,1450672232
httpclient/src/test/java/org/apache/http/client/methods/TestHttpOptions.java,2485,209.0,arrive,1235925412,1450672232
httpclient/src/test/java/org/apache/http/client/methods/TestHttpRequestBase.java,2485,134.0,arrive,1235925412,1450672232
httpclient/src/test/java/org/apache/http/client/methods/TestRequestBuilder.java,1165,46.0,arrive,1349966212,1450672232
httpclient/src/test/java/org/apache/http/client/protocol/TestCookie2Support.java,1256,125.0,dead,1235925412,1344458113
httpclient/src/test/java/org/apache/http/client/protocol/TestRedirects.java,1256,87.0,dead,1235925412,1344458113
httpclient/src/test/java/org/apache/http/client/protocol/TestRequestAcceptEncoding.java,1756,18.0,arrive,1298923071,1450672232
httpclient/src/test/java/org/apache/http/client/protocol/TestRequestAddCookies.java,1753,77.0,arrive,1299185992,1450672232
httpclient/src/test/java/org/apache/http/client/protocol/TestRequestAuthCache.java,1756,16.0,arrive,1298923071,1450672232
httpclient/src/test/java/org/apache/http/client/protocol/TestRequestAuthenticationBase.java,400,199.5,dead,1317410175,1352014723
httpclient/src/test/java/org/apache/http/client/protocol/TestRequestClientConnControl.java,1756,18.0,arrive,1298923071,1450672232
httpclient/src/test/java/org/apache/http/client/protocol/TestRequestDefaultHeaders.java,1756,30.0,arrive,1298923071,1450672232
httpclient/src/test/java/org/apache/http/client/protocol/TestRequestExpectContinue.java,1117,62.5,arrive,1354110306,1450672232
httpclient/src/test/java/org/apache/http/client/protocol/TestRequestProxyAuthentication.java,617,3.0,dead,1298643283,1352014723
httpclient/src/test/java/org/apache/http/client/protocol/TestRequestTargetAuthentication.java,614,11.0,dead,1298923071,1352014723
httpclient/src/test/java/org/apache/http/client/protocol/TestResponseAuthCache.java,879,11.0,dead,1298923071,1374930997
httpclient/src/test/java/org/apache/http/client/protocol/TestResponseContentEncoding.java,1756,18.0,arrive,1298923071,1450672233
httpclient/src/test/java/org/apache/http/client/protocol/TestResponseProcessCookies.java,1749,54.5,arrive,1299508665,1450672233
httpclient/src/test/java/org/apache/http/client/protocol/TestUriEscapes.java,1256,66.0,dead,1235925412,1344458113
httpclient/src/test/java/org/apache/http/client/utils/TestDateUtils.java,990,217.0,arrive,1365065856,1450672233
httpclient/src/test/java/org/apache/http/client/utils/TestHttpClientUtils.java,1431,50.0,arrive,1326975348,1450672233
httpclient/src/test/java/org/apache/http/client/utils/TestRequestBuilder.java,565,0,arrive,1401829721,1450672233
httpclient/src/test/java/org/apache/http/client/utils/TestRfc3492Idn.java,2017,137.0,dead,1235925412,1410257318
httpclient/src/test/java/org/apache/http/client/utils/TestURIBuilder.java,1553,8.5,arrive,1316440558,1450672233
httpclient/src/test/java/org/apache/http/client/utils/TestURIUtils.java,2348,43.0,arrive,1247779838,1450672233
httpclient/src/test/java/org/apache/http/client/utils/TestURLEncodedUtils.java,2485,47.0,arrive,1235925412,1450672233
httpclient/src/test/java/org/apache/http/conn/TestConnectionAutoRelease.java,1256,109.0,dead,1235925412,1344458113
httpclient/src/test/java/org/apache/http/conn/TestConnectionReuse.java,1343,80.0,dead,1235925412,1352042865
httpclient/src/test/java/org/apache/http/conn/TestEofSensorInputStream.java,1141,7.0,arrive,1352042865,1450672233
httpclient/src/test/java/org/apache/http/conn/TestExceptions.java,2485,138.0,arrive,1235925412,1450672233
httpclient/src/test/java/org/apache/http/conn/TestScheme.java,1608,90.5,dead,1235925412,1374930997
httpclient/src/test/java/org/apache/http/conn/params/TestRouteParams.java,1343,287.0,dead,1235925412,1352014670
httpclient/src/test/java/org/apache/http/conn/routing/TestHttpRoute.java,2485,92.5,arrive,1235925412,1450672234
httpclient/src/test/java/org/apache/http/conn/routing/TestRouteDirector.java,2485,287.0,arrive,1235925412,1450672234
httpclient/src/test/java/org/apache/http/conn/routing/TestRouteTracker.java,2485,117.5,arrive,1235925412,1450672234
httpclient/src/test/java/org/apache/http/conn/scheme/TestScheme.java,1608,134.0,dead,1235925412,1374930997
httpclient/src/test/java/org/apache/http/conn/ssl/CertificatesToPlayWith.java,2485,284.0,arrive,1235925412,1450672234
httpclient/src/test/java/org/apache/http/conn/ssl/TestDefaultHostnameVerifier.java,489,8.0,arrive,1408387173,1450672234
httpclient/src/test/java/org/apache/http/conn/ssl/TestDistinguishedNameParser.java,1,1.0,dead,1407317379,1407486601
httpclient/src/test/java/org/apache/http/conn/ssl/TestHostnameVerifier.java,2274,20.0,dead,1235925412,1432476763
httpclient/src/test/java/org/apache/http/conn/ssl/TestSSLContextBuilder.java,479,229.0,dead,1371712732,1413135788
httpclient/src/test/java/org/apache/http/conn/ssl/TestSSLSocketFactory.java,2485,34.0,arrive,1235925412,1450672234
httpclient/src/test/java/org/apache/http/conn/util/TestInetAddressUtils.java,2485,51.0,arrive,1235925412,1450672234
httpclient/src/test/java/org/apache/http/conn/util/TestPublicSuffixListParser.java,480,182.0,arrive,1409159288,1450672234
httpclient/src/test/java/org/apache/http/conn/util/TestPublicSuffixMatcher.java,479,6.0,arrive,1409252889,1450672234
httpclient/src/test/java/org/apache/http/cookie/TestCookieOrigin.java,2485,284.0,arrive,1235925412,1450672234
httpclient/src/test/java/org/apache/http/cookie/TestCookiePathComparator.java,2485,209.0,arrive,1235925412,1450672234
httpclient/src/test/java/org/apache/http/cookie/TestCookiePolicy.java,1621,134.0,dead,1235925412,1376061718
httpclient/src/test/java/org/apache/http/cookie/TestCookiePriorityComparator.java,366,0,arrive,1419022782,1450672235
httpclient/src/test/java/org/apache/http/impl/auth/TestAuthChallengeParser.java,176,7.0,arrive,1435402253,1450672235
httpclient/src/test/java/org/apache/http/impl/auth/TestBasicScheme.java,2485,65.5,arrive,1235925412,1450672235
httpclient/src/test/java/org/apache/http/impl/auth/TestDigestScheme.java,2485,52.0,arrive,1235925412,1450672235
httpclient/src/test/java/org/apache/http/impl/auth/TestHttpAuthenticator.java,991,11.0,arrive,1364992038,1450672235
httpclient/src/test/java/org/apache/http/impl/auth/TestNTLMEngineImpl.java,1889,17.0,arrive,1287429608,1450672235
httpclient/src/test/java/org/apache/http/impl/auth/TestNegotiateScheme.java,617,98.0,dead,1273610186,1326976431
httpclient/src/test/java/org/apache/http/impl/auth/TestNonStandardHttpScheme.java,18,18.0,dead,1436017360,1437645646
httpclient/src/test/java/org/apache/http/impl/auth/TestRFC2617Scheme.java,2315,122.0,dead,1235925412,1436017360
httpclient/src/test/java/org/apache/http/impl/auth/TestSPNegoScheme.java,202,202.0,dead,1326976431,1344458113
httpclient/src/test/java/org/apache/http/impl/auth/TestStandardHttpScheme.java,18,18.0,dead,1436017360,1437645646
httpclient/src/test/java/org/apache/http/impl/client/DummyHttpClient.java,498,61.0,dead,1331830927,1374930997
httpclient/src/test/java/org/apache/http/impl/client/MockClock.java,1616,61.0,arrive,1311005624,1450672235
httpclient/src/test/java/org/apache/http/impl/client/MockConnPoolControl.java,1549,195.5,arrive,1316779572,1450672235
httpclient/src/test/java/org/apache/http/impl/client/TestAIMDBackoffManager.java,1616,10.5,arrive,1311005624,1450672235
httpclient/src/test/java/org/apache/http/impl/client/TestAbortHandling.java,9,9.0,dead,1317081967,1317904391
httpclient/src/test/java/org/apache/http/impl/client/TestAbstractHttpClient.java,15,15.0,dead,1292288034,1293644136
httpclient/src/test/java/org/apache/http/impl/client/TestAbstractResponseHandler.java,573,0,arrive,1401100280,1450672236
httpclient/src/test/java/org/apache/http/impl/client/TestAuthenticationStrategy.java,1539,24.0,arrive,1317680221,1450672236
httpclient/src/test/java/org/apache/http/impl/client/TestAutoRetryHttpClient.java,759,132.0,dead,1309352198,1374930997
httpclient/src/test/java/org/apache/http/impl/client/TestBasicAuthCache.java,1166,77.5,arrive,1349896450,1450672236
httpclient/src/test/java/org/apache/http/impl/client/TestBasicCookieStore.java,2123,56.0,arrive,1267186746,1450672236
httpclient/src/test/java/org/apache/http/impl/client/TestBasicCredentialsProvider.java,2485,142.5,arrive,1235925412,1450672236
httpclient/src/test/java/org/apache/http/impl/client/TestBasicResponseHandler.java,1535,109.0,arrive,1317989689,1450672236
httpclient/src/test/java/org/apache/http/impl/client/TestClientAuthentication.java,1227,57.0,dead,1238412873,1344458113
httpclient/src/test/java/org/apache/http/impl/client/TestClientAuthenticationFallBack.java,309,154.5,dead,1317685905,1344458113
httpclient/src/test/java/org/apache/http/impl/client/TestClientReauthentication.java,303,95.0,dead,1318267352,1344458113
httpclient/src/test/java/org/apache/http/impl/client/TestCloseableHttpClient.java,1084,11.0,arrive,1356973490,1450672236
httpclient/src/test/java/org/apache/http/impl/client/TestCompressionDecorator.java,26,12.5,dead,1331830927,1334089160
httpclient/src/test/java/org/apache/http/impl/client/TestContentCodings.java,1070,24.5,dead,1252009995,1344458113
httpclient/src/test/java/org/apache/http/impl/client/TestCookieIdentityComparator.java,2485,74.0,arrive,1235925412,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestDecompressingHttpClient.java,472,2.0,dead,1334089160,1374930997
httpclient/src/test/java/org/apache/http/impl/client/TestDefaultBackoffStrategy.java,1616,8.5,arrive,1311005624,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestDefaultClientRequestDirector.java,1256,56.0,dead,1235925412,1344458113
httpclient/src/test/java/org/apache/http/impl/client/TestDefaultConnKeepAliveStrategy.java,2485,134.0,arrive,1235925412,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestDefaultHttpRequestRetryHandler.java,1571,18.0,arrive,1314881102,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestDefaultRedirectStrategy.java,1350,42.0,arrive,1333999115,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestDefaultServiceUnavailableRetryStrategy.java,176,0,arrive,1435402212,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestFutureRequestExecutionService.java,992,18.0,arrive,1364898175,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestHttpAuthenticator.java,470,11.0,dead,1317476497,1358109701
httpclient/src/test/java/org/apache/http/impl/client/TestIdleConnectionEvictor.java,378,0,arrive,1417956139,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestInternalHttpClient.java,1084,49.0,arrive,1356973490,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestNullBackoffStrategy.java,1616,39.5,arrive,1311005624,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestRedirectLocation.java,2088,19.5,arrive,1270202624,1450672237
httpclient/src/test/java/org/apache/http/impl/client/TestRequestRetryHandler.java,1054,21.0,dead,1262978268,1354109971
httpclient/src/test/java/org/apache/http/impl/client/TestRequestWrapper.java,1256,105.0,dead,1235925412,1344458113
httpclient/src/test/java/org/apache/http/impl/client/TestStatefulConnManagement.java,1256,63.0,dead,1235925412,1344458113
httpclient/src/test/java/org/apache/http/impl/client/builder/TestConnectionReleaseTriggerImpl.java,23,23.0,dead,1352042865,1354110448
httpclient/src/test/java/org/apache/http/impl/client/builder/TestRequestEntityWrapper.java,23,11.5,dead,1352042865,1354110448
httpclient/src/test/java/org/apache/http/impl/client/builder/TestResponseEntityWrapper.java,23,11.5,dead,1352042865,1354110448
httpclient/src/test/java/org/apache/http/impl/client/execchain/TestConnectionHolder.java,0,0.0,dead,1358099771,1358109701
httpclient/src/test/java/org/apache/http/impl/client/execchain/TestConnectionReleaseTriggerImpl.java,46,23.0,dead,1354110448,1358099771
httpclient/src/test/java/org/apache/http/impl/client/execchain/TestRequestEntityWrapper.java,4,4.0,dead,1354110448,1354457032
httpclient/src/test/java/org/apache/http/impl/client/execchain/TestResponseEntityWrapper.java,46,16.0,dead,1354110448,1358109701
httpclient/src/test/java/org/apache/http/impl/client/integration/IntegrationTestBase.java,678,87.0,dead,1344458113,1403096803
httpclient/src/test/java/org/apache/http/impl/client/integration/TestAbortHandling.java,1229,21.0,arrive,1344458113,1450672238
httpclient/src/test/java/org/apache/http/impl/client/integration/TestBasicConnectionManager.java,872,158.0,arrive,1375288175,1450672238
httpclient/src/test/java/org/apache/http/impl/client/integration/TestClientAuthentication.java,1229,14.0,arrive,1344458113,1450672238
httpclient/src/test/java/org/apache/http/impl/client/integration/TestClientAuthenticationFakeNTLM.java,897,0.0,arrive,1373119963,1450672238
httpclient/src/test/java/org/apache/http/impl/client/integration/TestClientAuthenticationFallBack.java,1229,30.0,arrive,1344458113,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestClientReauthentication.java,1229,15.5,arrive,1344458113,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestClientRequestExecution.java,1229,12.0,arrive,1344458113,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestConnectionAutoRelease.java,1229,53.5,arrive,1344458113,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestConnectionManagement.java,1141,19.0,arrive,1352014670,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestConnectionReuse.java,1141,33.5,arrive,1352042865,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestContentCodings.java,1229,79.5,arrive,1344458113,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestCookie2Support.java,866,82.0,dead,1344458113,1419361407
httpclient/src/test/java/org/apache/http/impl/client/integration/TestCookieVirtualHost.java,1095,70.5,arrive,1356008741,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestIdleConnectionEviction.java,1141,68.0,arrive,1352014670,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestMalformedServerResponse.java,300,90.0,arrive,1424684658,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestMinimalClientRequestExecution.java,1075,90.0,arrive,1357740338,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestRedirects.java,1229,14.0,arrive,1344458113,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestSPNegoScheme.java,1229,37.0,arrive,1344458113,1450672239
httpclient/src/test/java/org/apache/http/impl/client/integration/TestStatefulConnManagement.java,1229,24.5,arrive,1344458113,1450672239
httpclient/src/test/java/org/apache/http/impl/conn/ClientConnAdapterMockup.java,948,474.0,dead,1235925412,1317904391
httpclient/src/test/java/org/apache/http/impl/conn/ConnPoolBench.java,476,39.0,dead,1312981413,1354109971
httpclient/src/test/java/org/apache/http/impl/conn/ExecReqThread.java,1343,284.0,dead,1235925412,1352014670
httpclient/src/test/java/org/apache/http/impl/conn/GetConnThread.java,1256,325.0,dead,1235925412,1344458113
httpclient/src/test/java/org/apache/http/impl/conn/Helper.java,1256,628.0,dead,1235925412,1344458113
httpclient/src/test/java/org/apache/http/impl/conn/SessionInputBufferMock.java,1117,30.0,arrive,1354110128,1450672240
httpclient/src/test/java/org/apache/http/impl/conn/TestAbortHandling.java,307,307.0,dead,1317904391,1344458113
httpclient/src/test/java/org/apache/http/impl/conn/TestBasicConnManager.java,389,194.5,dead,1318335043,1352014670
httpclient/src/test/java/org/apache/http/impl/conn/TestBasicHttpClientConnectionManager.java,1141,22.0,arrive,1352014670,1450672240
httpclient/src/test/java/org/apache/http/impl/conn/TestDefaultClientConnectOperator.java,690,18.0,dead,1315311626,1374930997
httpclient/src/test/java/org/apache/http/impl/conn/TestDefaultHttpResponseParser.java,1323,34.5,arrive,1336315298,1450672240
httpclient/src/test/java/org/apache/http/impl/conn/TestDefaultProxyRoutePlanner.java,1077,8.0,arrive,1357582955,1450672240
