Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthCache.java|org.apache.hc.client5.http.auth.AuthCache|org.apache.hc.client5.http.auth.AuthCache.put(HttpHost,AuthScheme)|40|40
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthCache.java|org.apache.hc.client5.http.auth.AuthCache|org.apache.hc.client5.http.auth.AuthCache.get(HttpHost)|42|42
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthCache.java|org.apache.hc.client5.http.auth.AuthCache|org.apache.hc.client5.http.auth.AuthCache.remove(HttpHost)|44|44
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthCache.java|org.apache.hc.client5.http.auth.AuthCache|org.apache.hc.client5.http.auth.AuthCache.clear()|46|46
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthChallenge.java|org.apache.hc.client5.http.auth.AuthChallenge|org.apache.hc.client5.http.auth.AuthChallenge.AuthChallenge(String,String,List)|51|57
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthChallenge.java|org.apache.hc.client5.http.auth.AuthChallenge|org.apache.hc.client5.http.auth.AuthChallenge.AuthChallenge(String,NameValuePair[])|59|61
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthChallenge.java|org.apache.hc.client5.http.auth.AuthChallenge|org.apache.hc.client5.http.auth.AuthChallenge.getScheme()|63|65
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthChallenge.java|org.apache.hc.client5.http.auth.AuthChallenge|org.apache.hc.client5.http.auth.AuthChallenge.getValue()|67|69
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthChallenge.java|org.apache.hc.client5.http.auth.AuthChallenge|org.apache.hc.client5.http.auth.AuthChallenge.getParams()|71|73
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthChallenge.java|org.apache.hc.client5.http.auth.AuthChallenge|org.apache.hc.client5.http.auth.AuthChallenge.toString()|75|85
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthenticationException.java|org.apache.hc.client5.http.auth.AuthenticationException|org.apache.hc.client5.http.auth.AuthenticationException.AuthenticationException()|46|48
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthenticationException.java|org.apache.hc.client5.http.auth.AuthenticationException|org.apache.hc.client5.http.auth.AuthenticationException.AuthenticationException(String)|55|57
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthenticationException.java|org.apache.hc.client5.http.auth.AuthenticationException|org.apache.hc.client5.http.auth.AuthenticationException.AuthenticationException(String,Throwable)|66|68
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java|org.apache.hc.client5.http.auth.AuthExchange|org.apache.hc.client5.http.auth.AuthExchange.AuthExchange()|53|56
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java|org.apache.hc.client5.http.auth.AuthExchange|org.apache.hc.client5.http.auth.AuthExchange.reset()|58|62
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java|org.apache.hc.client5.http.auth.AuthExchange|org.apache.hc.client5.http.auth.AuthExchange.getState()|64|66
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java|org.apache.hc.client5.http.auth.AuthExchange|org.apache.hc.client5.http.auth.AuthExchange.setState(State)|68|70
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java|org.apache.hc.client5.http.auth.AuthExchange|org.apache.hc.client5.http.auth.AuthExchange.getAuthScheme()|75|77
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java|org.apache.hc.client5.http.auth.AuthExchange|org.apache.hc.client5.http.auth.AuthExchange.select(AuthScheme)|84|88
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java|org.apache.hc.client5.http.auth.AuthExchange|org.apache.hc.client5.http.auth.AuthExchange.getAuthOptions()|93|95
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java|org.apache.hc.client5.http.auth.AuthExchange|org.apache.hc.client5.http.auth.AuthExchange.setOptions(Queue)|102|105
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java|org.apache.hc.client5.http.auth.AuthExchange|org.apache.hc.client5.http.auth.AuthExchange.toString()|107|116
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScheme.java|org.apache.hc.client5.http.auth.AuthScheme|org.apache.hc.client5.http.auth.AuthScheme.getName()|91|91
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScheme.java|org.apache.hc.client5.http.auth.AuthScheme|org.apache.hc.client5.http.auth.AuthScheme.isConnectionBased()|100|100
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScheme.java|org.apache.hc.client5.http.auth.AuthScheme|org.apache.hc.client5.http.auth.AuthScheme.processChallenge(AuthChallenge,HttpContext)|113|115
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScheme.java|org.apache.hc.client5.http.auth.AuthScheme|org.apache.hc.client5.http.auth.AuthScheme.isChallengeComplete()|128|128
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScheme.java|org.apache.hc.client5.http.auth.AuthScheme|org.apache.hc.client5.http.auth.AuthScheme.getRealm()|137|137
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScheme.java|org.apache.hc.client5.http.auth.AuthScheme|org.apache.hc.client5.http.auth.AuthScheme.isResponseReady(HttpHost,CredentialsProvider,HttpContext)|155|158
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScheme.java|org.apache.hc.client5.http.auth.AuthScheme|org.apache.hc.client5.http.auth.AuthScheme.getPrincipal()|171|171
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScheme.java|org.apache.hc.client5.http.auth.AuthScheme|org.apache.hc.client5.http.auth.AuthScheme.generateAuthResponse(HttpHost,HttpRequest,HttpContext)|189|192
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthSchemeProvider.java|org.apache.hc.client5.http.auth.AuthSchemeProvider|org.apache.hc.client5.http.auth.AuthSchemeProvider.create(HttpContext)|44|44
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.AuthScope(String,int,String,String)|104|114
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.AuthScope(HttpHost,String,String)|127|137
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.AuthScope(HttpHost)|146|148
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.AuthScope(String,int,String)|160|162
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.AuthScope(String,int)|172|174
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.AuthScope(AuthScope)|179|187
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.getOrigin()|194|196
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.getHost()|201|203
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.getPort()|208|210
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.getRealm()|215|217
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.getScheme()|222|224
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.match(AuthScope)|233|264
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.equals(Object)|269|286
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.toString()|291|314
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java|org.apache.hc.client5.http.auth.AuthScope|org.apache.hc.client5.http.auth.AuthScope.hashCode()|319|327
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/BasicUserPrincipal.java|org.apache.hc.client5.http.auth.BasicUserPrincipal|org.apache.hc.client5.http.auth.BasicUserPrincipal.BasicUserPrincipal(String)|48|52
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/BasicUserPrincipal.java|org.apache.hc.client5.http.auth.BasicUserPrincipal|org.apache.hc.client5.http.auth.BasicUserPrincipal.getName()|54|57
Users/hideshi-s/Desktop/httpclient/httpclient5/src/main/java/org/apache/hc/client5/http/auth/BasicUserPrincipal.java|org.apache.hc.client5.http.auth.BasicUserPrincipal|org.apache.hc.client5.http.auth.BasicUserPrincipal.hashCode()|59|64
