HTTPCLIENT-641,2007-03-04T12:38:28.520+0000,null,Fixed 
HTTPCLIENT-642,2007-03-10T18:29:27.582+0000,null,Invalid 
HTTPCLIENT-644,2007-04-04T19:09:29.077+0000,null,Fixed 
HTTPCLIENT-645,2007-04-23T07:00:33.186+0000,null,Fixed 
HTTPCLIENT-646,2007-04-18T07:46:53.699+0000,null,Invalid 
HTTPCLIENT-647,2007-04-18T09:47:20.559+0000,null,Invalid 
HTTPCLIENT-648,2007-08-11T12:43:54.306+0000,null,Won't Fix 
HTTPCLIENT-650,2007-04-28T18:20:27.626+0000,null,Fixed 
HTTPCLIENT-654,2007-10-11T17:15:49.199+0000,null,Fixed 
HTTPCLIENT-655,2007-07-03T08:27:08.776+0000,null,Fixed 
HTTPCLIENT-657,2007-06-10T16:42:18.654+0000,null,Fixed 
HTTPCLIENT-661,2007-08-07T16:23:11.255+0000,null,Won't Fix 
HTTPCLIENT-671,2007-07-17T17:47:39.329+0000,null,Invalid 
HTTPCLIENT-675,2007-08-11T12:27:45.528+0000,null,Fixed 
HTTPCLIENT-676,2007-08-11T12:28:14.301+0000,null,Fixed 
HTTPCLIENT-678,2007-08-01T12:23:47.912+0000,null,Invalid 
HTTPCLIENT-679,2007-08-05T12:20:17.783+0000,null,Won't Fix 
HTTPCLIENT-679,2007-08-08T08:25:04.514+0000,Won't Fix,null 
HTTPCLIENT-679,2007-08-11T20:52:53.981+0000,null,Fixed 
HTTPCLIENT-680,2007-08-09T08:09:00.613+0000,null,Fixed 
HTTPCLIENT-681,2007-08-11T08:49:18.782+0000,null,Invalid 
HTTPCLIENT-682,2007-08-13T10:00:24.530+0000,null,Invalid 
HTTPCLIENT-683,2007-08-13T10:07:12.191+0000,null,Won't Fix 
HTTPCLIENT-684,2007-08-13T15:20:03.844+0000,null,Won't Fix 
HTTPCLIENT-685,2007-08-16T08:17:49.549+0000,null,Invalid 
HTTPCLIENT-686,2007-08-16T08:20:02.320+0000,null,Fixed 
HTTPCLIENT-687,2007-10-07T14:48:41.919+0000,null,Fixed 
HTTPCLIENT-688,2007-11-14T17:02:50.133+0000,null,Fixed 
HTTPCLIENT-691,2007-09-22T06:38:59.546+0000,null,Won't Fix 
HTTPCLIENT-693,2007-10-07T17:17:34.236+0000,null,Fixed 
HTTPCLIENT-694,2007-09-28T15:29:10.205+0000,null,Won't Fix 
HTTPCLIENT-695,2007-10-14T15:50:34.884+0000,null,Fixed 
HTTPCLIENT-696,2009-03-01T16:57:11.382+0000,null,Fixed 
HTTPCLIENT-697,2007-10-28T16:57:04.649+0000,null,Fixed 
HTTPCLIENT-698,2007-10-29T13:58:10.408+0000,null,Fixed 
HTTPCLIENT-700,2007-11-09T08:36:31.475+0000,null,Invalid 
HTTPCLIENT-701,2007-12-21T04:56:34.880+0000,null,Fixed 
HTTPCLIENT-702,2007-11-12T12:47:59.129+0000,null,Invalid 
HTTPCLIENT-703,2007-11-12T12:48:58.876+0000,null,Invalid 
HTTPCLIENT-704,2007-11-18T12:53:06.343+0000,null,Fixed 
HTTPCLIENT-705,2007-11-19T09:19:45.903+0000,null,Fixed 
HTTPCLIENT-708,2007-11-28T14:15:49.903+0000,null,Invalid 
HTTPCLIENT-709,2007-12-07T16:01:53.290+0000,null,Invalid 
HTTPCLIENT-710,2007-12-10T15:47:07.804+0000,null,Won't Fix 
HTTPCLIENT-711,2007-12-15T14:36:42.948+0000,null,Fixed 
HTTPCLIENT-717,2007-12-22T14:47:06.621+0000,null,Fixed 
HTTPCLIENT-718,2007-12-15T17:48:35.494+0000,null,Fixed 
HTTPCLIENT-721,2007-12-20T17:15:22.747+0000,null,Won't Fix 
HTTPCLIENT-721,2007-12-20T17:47:20.844+0000,Won't Fix,null 
HTTPCLIENT-721,2007-12-20T18:44:43.260+0000,null,Won't Fix 
HTTPCLIENT-727,2008-01-05T10:08:20.164+0000,null,Won't Fix 
HTTPCLIENT-730,2008-01-24T16:54:23.273+0000,null,Fixed 
HTTPCLIENT-732,2008-01-25T16:48:47.264+0000,null,Won't Fix 
HTTPCLIENT-732,2008-01-25T17:33:14.397+0000,Won't Fix,null 
HTTPCLIENT-732,2008-02-04T15:53:05.768+0000,null,Won't Fix 
HTTPCLIENT-737,2008-02-01T18:02:38.537+0000,null,Fixed 
HTTPCLIENT-738,2008-02-04T16:03:19.738+0000,null,Fixed 
HTTPCLIENT-741,2008-02-08T16:45:31.681+0000,null,Fixed 
HTTPCLIENT-743,2008-03-02T17:52:56.758+0000,null,Fixed 
HTTPCLIENT-744,2008-02-08T14:41:19.717+0000,null,Invalid 
HTTPCLIENT-747,2008-04-24T18:20:19.644+0000,null,Cannot Reproduce 
HTTPCLIENT-747,2008-05-04T16:15:35.591+0000,Cannot Reproduce,null 
HTTPCLIENT-747,2008-05-25T11:25:04.768+0000,null,Fixed 
HTTPCLIENT-754,2008-02-28T14:32:29.340+0000,null,Fixed 
HTTPCLIENT-755,2008-02-29T09:43:38.746+0000,null,Fixed 
HTTPCLIENT-756,2008-03-08T07:19:15.635+0000,null,Invalid 
HTTPCLIENT-757,2008-04-08T10:44:48.908+0000,null,Fixed 
HTTPCLIENT-758,2008-03-10T20:00:04.121+0000,null,Fixed 
HTTPCLIENT-759,2008-03-18T19:24:00.432+0000,null,Fixed 
HTTPCLIENT-760,2008-03-21T11:37:53.133+0000,null,Fixed 
HTTPCLIENT-762,2008-04-21T16:56:21.796+0000,null,Invalid 
HTTPCLIENT-763,2008-04-21T19:06:23.519+0000,null,Fixed 
HTTPCLIENT-765,2008-05-02T23:50:55.619+0000,null,Fixed 
HTTPCLIENT-767,2008-04-29T21:08:05.155+0000,null,Fixed 
HTTPCLIENT-769,2008-05-02T23:14:45.008+0000,null,Fixed 
HTTPCLIENT-771,2008-05-03T11:06:56.035+0000,null,Fixed 
HTTPCLIENT-772,2008-05-03T10:54:34.821+0000,null,Fixed 
HTTPCLIENT-773,2008-05-17T11:45:07.704+0000,null,Fixed 
HTTPCLIENT-775,2008-05-19T21:08:38.515+0000,null,Fixed 
HTTPCLIENT-776,2008-05-21T17:33:08.913+0000,null,Fixed 
HTTPCLIENT-777,2008-05-22T18:42:47.409+0000,null,Fixed 
HTTPCLIENT-778,2008-05-27T14:58:01.475+0000,null,Invalid 
HTTPCLIENT-780,2008-06-01T21:31:39.472+0000,null,Fixed 
HTTPCLIENT-781,2008-06-26T04:04:32.186+0000,null,Fixed 
HTTPCLIENT-783,2008-07-02T17:26:32.182+0000,null,Invalid 
HTTPCLIENT-784,2008-07-10T20:17:55.017+0000,null,Fixed 
HTTPCLIENT-785,2008-07-11T13:26:48.061+0000,null,Won't Fix 
HTTPCLIENT-787,2008-07-16T16:12:00.311+0000,null,Won't Fix 
HTTPCLIENT-790,2008-08-12T13:02:47.961+0000,null,Fixed 
HTTPCLIENT-791,2008-08-15T18:03:09.126+0000,null,Fixed 
HTTPCLIENT-795,2008-09-09T12:19:19.994+0000,null,Fixed 
HTTPCLIENT-797,2008-09-24T21:00:51.288+0000,null,Fixed 
HTTPCLIENT-798,2008-09-24T21:04:12.518+0000,null,Won't Fix 
HTTPCLIENT-799,2008-10-15T21:27:07.580+0000,null,Won't Fix 
HTTPCORE-174,2008-10-07T19:20:12.092+0000,null,Fixed 
HTTPCLIENT-801,2008-10-13T14:32:08.873+0000,null,Invalid 
HTTPCLIENT-803,2008-10-31T13:13:34.557+0000,null,Fixed 
HTTPCORE-175,2008-11-24T09:36:12.606+0000,null,Fixed 
HTTPCLIENT-806,2008-10-30T14:03:43.445+0000,null,Fixed 
HTTPCLIENT-810,2008-12-11T20:19:16.100+0000,null,Invalid 
HTTPCLIENT-810,2008-12-12T10:46:57.830+0000,Invalid,null 
HTTPCLIENT-810,2008-12-12T11:05:58.413+0000,null,Invalid 
HTTPCLIENT-811,2009-01-06T13:39:37.659+0000,null,Duplicate 
HTTPCLIENT-813,2009-01-08T15:16:54.235+0000,null,Won't Fix 
HTTPCLIENT-813,2009-01-09T15:37:20.975+0000,Won't Fix,null 
HTTPCLIENT-813,2009-02-14T16:47:16.707+0000,null,Fixed 
HTTPCLIENT-814,2009-01-13T19:28:20.081+0000,null,Invalid 
HTTPCLIENT-817,2009-01-24T11:56:39.383+0000,null,Won't Fix 
HTTPCLIENT-818,2009-05-15T20:30:22.486+0000,null,Fixed 
HTTPCLIENT-819,2009-06-04T18:26:01.851+0000,null,Fixed 
HTTPCLIENT-820,2009-06-04T18:26:41.442+0000,null,Fixed 
HTTPCORE-182,2009-02-02T18:48:15.826+0000,null,Fixed 
HTTPCLIENT-822,2009-02-14T17:02:07.178+0000,null,Fixed 
HTTPCORE-190,2009-03-09T18:46:44.335+0000,null,Fixed 
HTTPCLIENT-830,2009-02-26T14:54:16.614+0000,null,Won't Fix 
HTTPCLIENT-833,2009-03-16T20:47:49.215+0000,null,Fixed 
HTTPCLIENT-837,2009-03-23T20:10:16.827+0000,null,Fixed 
HTTPCLIENT-839,2009-03-30T15:47:57.181+0000,null,Invalid 
HTTPCLIENT-840,2009-04-08T07:54:59.852+0000,null,Won't Fix 
HTTPCLIENT-841,2009-06-13T10:21:12.308+0000,null,Fixed 
HTTPCLIENT-843,2009-04-27T13:04:41.156+0000,null,Invalid 
HTTPCLIENT-844,2009-04-27T12:48:25.771+0000,null,Incomplete 
HTTPCLIENT-845,2009-04-27T20:49:22.983+0000,null,Invalid 
HTTPCLIENT-846,2009-04-29T15:18:58.295+0000,null,Invalid 
HTTPCLIENT-848,2009-05-15T16:15:03.535+0000,null,Invalid 
HTTPCLIENT-848,2009-05-15T22:10:44.384+0000,Invalid,null 
HTTPCLIENT-848,2009-05-16T12:29:33.715+0000,null,Fixed 
HTTPCLIENT-849,2009-05-15T16:16:05.700+0000,null,Won't Fix 
HTTPCLIENT-852,2009-06-01T10:59:19.028+0000,null,Fixed 
HTTPCLIENT-853,2009-06-01T20:01:53.118+0000,null,Fixed 
HTTPCLIENT-856,2009-06-29T19:33:30.546+0000,null,Fixed 
HTTPCLIENT-857,2009-06-30T10:00:00.588+0000,null,Invalid 
HTTPCLIENT-858,2009-06-30T14:46:59.146+0000,null,Invalid 
HTTPCLIENT-859,2009-07-09T19:31:13.932+0000,null,Fixed 
HTTPCLIENT-860,2009-07-14T20:15:58.145+0000,null,Fixed 
HTTPCLIENT-861,2009-07-16T11:49:21.585+0000,null,Won't Fix 
HTTPCLIENT-861,2009-07-16T14:39:02.197+0000,Won't Fix,null 
HTTPCLIENT-861,2009-07-16T21:32:29.404+0000,null,Fixed 
HTTPCLIENT-863,2009-07-29T07:40:08.401+0000,null,Invalid 
HTTPCLIENT-865,2009-11-25T20:41:30.497+0000,null,Fixed 
HTTPCLIENT-866,2009-08-25T18:48:19.450+0000,null,Fixed 
HTTPCLIENT-867,2009-08-21T11:18:01.540+0000,null,Fixed 
HTTPCLIENT-869,2009-08-25T11:23:30.251+0000,null,Fixed 
HTTPCLIENT-870,2009-09-03T08:15:24.072+0000,null,Fixed 
HTTPCLIENT-873,2009-11-25T09:31:45.226+0000,null,Won't Fix 
HTTPCLIENT-874,2009-09-04T21:23:32.843+0000,null,Fixed 
HTTPCLIENT-875,2009-09-09T20:33:16.738+0000,null,Fixed 
HTTPCLIENT-876,2009-09-10T07:41:12.042+0000,null,Invalid 
HTTPCORE-207,2009-09-24T19:08:18.812+0000,null,Fixed 
HTTPCLIENT-880,2009-10-06T13:04:03.600+0000,null,Fixed 
HTTPCLIENT-881,2009-10-16T12:29:27.706+0000,null,Fixed 
HTTPCLIENT-882,2009-10-26T13:54:48.289+0000,null,Fixed 
HTTPCLIENT-883,2009-10-26T14:10:32.792+0000,null,Fixed 
HTTPCLIENT-884,2009-11-04T19:59:21.941+0000,null,Fixed 
HTTPCLIENT-885,2009-11-04T19:58:03.796+0000,null,Fixed 
HTTPCLIENT-886,2009-11-04T13:24:35.951+0000,null,Invalid 
HTTPCLIENT-886,2009-11-04T14:04:03.682+0000,Invalid,null 
HTTPCLIENT-886,2009-11-04T14:48:36.476+0000,null,Invalid 
HTTPCLIENT-891,2009-11-15T23:08:51.978+0000,null,Invalid 
HTTPCLIENT-892,2009-11-24T21:02:20.358+0000,null,Fixed 
HTTPCLIENT-893,2009-11-24T09:49:07.595+0000,null,Invalid 
HTTPCLIENT-896,2009-12-03T09:15:24.340+0000,null,Won't Fix 
HTTPCLIENT-897,2009-12-08T22:26:34.528+0000,null,Won't Fix 
HTTPCLIENT-902,2010-01-08T19:19:11.138+0000,null,Fixed 
HTTPCLIENT-908,2010-02-19T12:51:29.549+0000,null,Cannot Reproduce 
HTTPCLIENT-910,2010-01-28T22:05:52.500+0000,null,Won't Fix 
HTTPCLIENT-912,2010-02-15T08:42:46.064+0000,null,Invalid 
HTTPCLIENT-912,2010-02-15T14:54:22.088+0000,Invalid,null 
HTTPCLIENT-912,2010-02-15T18:18:40.466+0000,null,Invalid 
HTTPCLIENT-913,2010-02-15T18:32:56.774+0000,null,Invalid 
HTTPCLIENT-917,2010-02-24T19:33:10.475+0000,null,Fixed 
HTTPCLIENT-920,2010-02-26T10:05:48.012+0000,null,Won't Fix 
HTTPCLIENT-922,2010-03-03T08:50:46.609+0000,null,Invalid 
HTTPCLIENT-923,2010-03-05T12:47:27.903+0000,null,Fixed 
HTTPCLIENT-923,2010-03-05T13:15:01.017+0000,Fixed,null 
HTTPCLIENT-923,2010-03-05T13:23:04.455+0000,null,Fixed 
HTTPCLIENT-924,2010-05-23T22:04:45.679+0000,null,Won't Fix 
HTTPCLIENT-929,2010-04-03T18:24:18.312+0000,null,Fixed 
HTTPCLIENT-930,2010-04-03T18:39:47.854+0000,null,Fixed 
HTTPCLIENT-931,2010-04-29T04:09:38.971+0000,null,Fixed 
HTTPCLIENT-932,2010-05-01T16:35:59.768+0000,null,Fixed 
HTTPCLIENT-933,2010-05-02T13:22:18.412+0000,null,Fixed 
HTTPCLIENT-934,2010-05-23T22:09:43.874+0000,null,Invalid 
HTTPCLIENT-936,2010-05-12T18:33:59.118+0000,null,Fixed 
HTTPCLIENT-938,2010-05-11T18:51:04.256+0000,null,Invalid 
HTTPCLIENT-939,2010-05-11T19:58:04.609+0000,null,Fixed 
HTTPCLIENT-940,2010-05-12T18:21:05.080+0000,null,Fixed 
HTTPCLIENT-942,2010-06-12T10:42:12.864+0000,null,Fixed 
HTTPCLIENT-944,2010-06-13T18:53:16.653+0000,null,Fixed 
HTTPCLIENT-945,2010-05-27T13:49:50.379+0000,null,Invalid 
HTTPCLIENT-946,2010-05-27T21:37:21.922+0000,null,Won't Fix 
HTTPCLIENT-947,2010-05-30T21:25:03.631+0000,null,Invalid 
HTTPCLIENT-948,2010-06-15T14:22:21.308+0000,null,Fixed 
HTTPCLIENT-949,2010-06-06T18:05:56.779+0000,null,Invalid 
HTTPCLIENT-949,2010-06-07T07:50:53.500+0000,Invalid,null 
HTTPCLIENT-949,2010-06-07T08:26:17.541+0000,null,Invalid 
HTTPCLIENT-949,2010-06-07T16:04:53.580+0000,Invalid,null 
HTTPCLIENT-949,2010-06-07T16:17:24.562+0000,null,Invalid 
HTTPCLIENT-950,2010-06-09T20:47:17.305+0000,null,Won't Fix 
HTTPCLIENT-951,2010-06-22T20:31:48.050+0000,null,Fixed 
HTTPCLIENT-952,2010-06-09T21:01:42.871+0000,null,Fixed 
HTTPCLIENT-953,2010-06-13T16:53:39.021+0000,null,Fixed 
HTTPCLIENT-957,2010-06-25T08:45:51.044+0000,null,Invalid 
HTTPCLIENT-958,2010-07-02T10:36:49.627+0000,null,Fixed 
HTTPCLIENT-960,2010-09-13T18:56:56.698+0000,null,Fixed 
HTTPCLIENT-961,2010-07-04T13:36:42.070+0000,null,Fixed 
HTTPCLIENT-962,2010-07-12T19:40:57.552+0000,null,Fixed 
HTTPCLIENT-963,2010-07-12T21:40:27.143+0000,null,Fixed 
HTTPCLIENT-964,2010-07-07T16:03:01.817+0000,null,Fixed 
HTTPCLIENT-965,2010-07-07T16:11:24.982+0000,null,Fixed 
HTTPCLIENT-966,2010-07-05T13:04:15.537+0000,null,Invalid 
HTTPCLIENT-969,2010-07-23T20:02:18.946+0000,null,Fixed 
HTTPCLIENT-970,2010-08-19T08:42:56.496+0000,null,Won't Fix 
HTTPCLIENT-971,2010-07-28T13:36:01.804+0000,null,Invalid 
HTTPCLIENT-974,2010-08-04T18:59:01.742+0000,null,Fixed 
HTTPCLIENT-976,2010-08-09T12:17:24.179+0000,null,Won't Fix 
HTTPCLIENT-980,2010-08-19T19:38:56.154+0000,null,Fixed 
HTTPCLIENT-981,2010-08-25T12:30:42.651+0000,null,Fixed 
HTTPCLIENT-985,2010-09-02T21:08:41.228+0000,null,Fixed 
HTTPCLIENT-986,2010-09-06T20:16:16.800+0000,null,Fixed 
HTTPCLIENT-987,2010-09-06T22:01:27.891+0000,null,Fixed 
HTTPCLIENT-989,2010-09-08T20:12:41.642+0000,null,Fixed 
HTTPCLIENT-991,2010-09-08T20:35:19.565+0000,null,Fixed 
HTTPCLIENT-993,2010-09-10T08:02:54.727+0000,null,Invalid 
HTTPCLIENT-995,2010-09-13T19:05:33.954+0000,null,Fixed 
HTTPCLIENT-996,2010-09-14T15:22:30.395+0000,null,Invalid 
HTTPCLIENT-996,2010-09-14T19:52:29.297+0000,Invalid,null 
HTTPCLIENT-996,2010-09-14T20:41:06.652+0000,null,Fixed 
HTTPCLIENT-1001,2010-10-01T09:50:21.834+0000,null,Fixed 
HTTPCLIENT-1002,2010-09-30T07:37:13.826+0000,null,Fixed 
HTTPCLIENT-1004,2010-09-30T18:01:12.407+0000,null,Not A Problem 
HTTPCLIENT-1006,2010-10-04T09:34:59.827+0000,null,Won't Fix 
HTTPCLIENT-1009,2010-10-10T20:00:29.314+0000,null,Fixed 
HTTPCLIENT-1012,2010-10-12T22:02:27.244+0000,null,Invalid 
HTTPCLIENT-1013,2010-10-14T01:52:45.510+0000,null,Fixed 
HTTPCLIENT-1017,2010-11-20T11:26:29.178+0000,null,Fixed 
HTTPCLIENT-1021,2010-11-16T09:35:13.512+0000,null,Won't Fix 
HTTPCLIENT-1023,2010-11-18T16:00:19.274+0000,null,Not A Problem 
HTTPCLIENT-1024,2010-12-08T22:08:06.631+0000,null,Fixed 
HTTPCLIENT-1026,2011-01-05T20:40:17.709+0000,null,Fixed 
HTTPCLIENT-1031,2010-12-08T20:38:48.068+0000,null,Fixed 
HTTPCLIENT-1032,2010-12-14T11:51:50.495+0000,null,Fixed 
HTTPCLIENT-1033,2010-12-10T14:17:52.282+0000,null,Fixed 
HTTPCLIENT-1036,2010-12-17T00:03:23.914+0000,null,Fixed 
HTTPCLIENT-1037,2010-12-21T21:45:53.079+0000,null,Fixed 
HTTPCLIENT-1038,2010-12-30T09:07:02.182+0000,null,Fixed 
HTTPCLIENT-1039,2011-01-05T10:58:29.759+0000,null,Fixed 
HTTPCLIENT-1040,2012-12-10T11:32:24.128+0000,null,Fixed 
HTTPCLIENT-1041,2011-01-06T16:16:46.151+0000,null,Fixed 
HTTPCLIENT-1042,2011-01-07T15:30:15.579+0000,null,Invalid 
HTTPCLIENT-1043,2011-01-14T14:46:35.769+0000,null,Invalid 
HTTPCLIENT-1045,2011-01-20T10:33:12.266+0000,null,Fixed 
HTTPCLIENT-1047,2011-01-26T10:34:22.131+0000,null,Invalid 
HTTPCLIENT-1048,2011-01-28T11:05:33.243+0000,null,Not A Problem 
HTTPCLIENT-1051,2011-03-07T14:53:28.882+0000,null,Fixed 
HTTPCLIENT-1051,2011-03-07T16:45:01.345+0000,Fixed,null 
HTTPCLIENT-1051,2011-03-07T16:45:27.150+0000,null,Won't Fix 
HTTPCLIENT-1051,2011-03-09T13:10:52.540+0000,Won't Fix,null 
HTTPCLIENT-1051,2011-03-09T13:11:47.008+0000,null,Fixed 
HTTPCLIENT-1052,2011-02-03T20:22:15.691+0000,null,Won't Fix 
HTTPCLIENT-1052,2011-02-03T21:25:11.152+0000,Won't Fix,null 
HTTPCLIENT-1052,2011-02-03T22:08:14.363+0000,null,Invalid 
HTTPCLIENT-1053,2011-02-08T20:08:41.572+0000,null,Fixed 
HTTPCLIENT-1055,2011-02-08T00:04:19.147+0000,null,Not A Problem 
HTTPCLIENT-1056,2011-02-09T13:53:44.412+0000,null,Fixed 
HTTPCLIENT-1058,2011-02-15T15:54:49.202+0000,null,Fixed 
HTTPCLIENT-1060,2011-02-24T15:57:09.045+0000,null,Not A Problem 
HTTPCLIENT-1061,2011-02-25T11:29:47.349+0000,null,Fixed 
HTTPCLIENT-1062,2011-02-25T11:40:15.404+0000,null,Invalid 
HTTPCLIENT-1064,2011-02-27T17:28:36.054+0000,null,Invalid 
HTTPCLIENT-1066,2011-03-07T15:10:24.906+0000,null,Fixed 
HTTPCLIENT-1067,2011-03-14T19:01:56.181+0000,null,Won't Fix 
HTTPCLIENT-1069,2011-03-10T09:44:22.758+0000,null,Fixed 
HTTPCLIENT-1070,2011-03-10T22:56:11.078+0000,null,Invalid 
HTTPCLIENT-1071,2011-03-14T14:56:16.525+0000,null,Invalid 
HTTPCLIENT-1073,2011-03-23T20:07:59.164+0000,null,Fixed 
HTTPCLIENT-1075,2011-04-02T11:48:51.913+0000,null,Fixed 
HTTPCLIENT-1077,2011-04-11T10:05:58.873+0000,null,Invalid 
HTTPCLIENT-1078,2011-04-11T17:43:47.412+0000,null,Fixed 
HTTPCLIENT-1079,2011-04-13T20:31:55.416+0000,null,Fixed 
HTTPCLIENT-1080,2012-12-05T12:51:43.026+0000,null,Fixed 
HTTPCLIENT-1082,2011-05-04T08:19:14.237+0000,null,Invalid 
HTTPCLIENT-1084,2011-05-12T12:05:17.895+0000,null,Won't Fix 
HTTPCORE-257,2011-05-18T12:30:38.393+0000,null,Fixed 
HTTPCORE-257,2011-12-17T20:53:02.076+0000,Fixed,null 
HTTPCORE-257,2011-12-17T21:01:27.019+0000,null,Fixed 
HTTPCLIENT-1087,2011-05-17T13:08:06.248+0000,null,Fixed 
HTTPCLIENT-1089,2011-05-13T20:37:34.757+0000,null,Invalid 
HTTPCLIENT-1091,2011-05-24T19:37:20.274+0000,null,Won't Fix 
HTTPCLIENT-1093,2011-05-21T06:58:06.457+0000,null,Invalid 
HTTPCLIENT-1094,2011-06-23T09:57:17.704+0000,null,Invalid 
HTTPCLIENT-1097,2011-06-02T13:11:21.081+0000,null,Fixed 
HTTPCLIENT-1100,2011-06-09T15:15:15.706+0000,null,Fixed 
HTTPCLIENT-1103,2011-06-22T16:47:54.109+0000,null,Fixed 
HTTPCLIENT-1107,2011-10-03T23:58:33.968+0000,null,Fixed 
HTTPCLIENT-1107,2012-01-12T12:38:11.625+0000,Fixed,null 
HTTPCLIENT-1107,2012-01-12T19:53:06.862+0000,null,Fixed 
HTTPCLIENT-1110,2011-07-22T08:57:12.131+0000,null,Won't Fix 
