48,fully covered,org.apache.http.conn.TestExceptions#testConnectionPoolTimeoutException#125,org.apache.http.impl.client.TestDefaultBackoffStrategy#doesNotBackOffForConnectionManagerTimeout#71
49,fully covered,org.apache.http.conn.TestExceptions#testConnectionPoolTimeoutException#125,org.apache.http.impl.client.TestDefaultBackoffStrategy#doesNotBackOffForConnectionManagerTimeout#71
57,fully covered,org.apache.http.conn.TestExceptions#testConnectionPoolTimeoutException#121,org.apache.http.impl.client.integration.TestConnectionAutoRelease#testReleaseOnEntityWriteTo#111,org.apache.http.impl.client.integration.TestConnectionAutoRelease#testReleaseOnAbort#149,org.apache.http.impl.client.integration.TestConnectionAutoRelease#testReleaseOnEntityConsumeContent#75,org.apache.http.impl.client.integration.TestConnectionAutoRelease#testReleaseOnIOException#217,org.apache.http.impl.client.integration.TestConnectionManagement#testReleaseConnectionWithTimeLimits#223,org.apache.http.impl.client.integration.TestConnectionManagement#testReleaseConnectionOnAbort#417,org.apache.http.impl.client.integration.TestConnectionManagement#testReleaseConnection#134,org.apache.http.impl.conn.TestPoolingHttpClientConnectionManager#testLeaseFutureTimeout#177
58,fully covered,org.apache.http.conn.TestExceptions#testConnectionPoolTimeoutException#121,org.apache.http.impl.client.integration.TestConnectionAutoRelease#testReleaseOnEntityWriteTo#111,org.apache.http.impl.client.integration.TestConnectionAutoRelease#testReleaseOnAbort#149,org.apache.http.impl.client.integration.TestConnectionAutoRelease#testReleaseOnEntityConsumeContent#75,org.apache.http.impl.client.integration.TestConnectionAutoRelease#testReleaseOnIOException#217,org.apache.http.impl.client.integration.TestConnectionManagement#testReleaseConnectionWithTimeLimits#223,org.apache.http.impl.client.integration.TestConnectionManagement#testReleaseConnectionOnAbort#417,org.apache.http.impl.client.integration.TestConnectionManagement#testReleaseConnection#134,org.apache.http.impl.conn.TestPoolingHttpClientConnectionManager#testLeaseFutureTimeout#177
