51,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#94
52,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#94
53,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#94
54,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#94
57,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124, 143"
58,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124, 143"
59,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124, 143"
60,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124, 143"
61,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124x17, 143x2"
62,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124x16, 143"
63,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124x4, 143","org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124x16, 143"
64,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124x12
66,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124x4, 143"
69,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124, 143"
77,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124, 143"
78,fully covered,"org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124, 143"
80,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124
81,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124
83,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124x2
84,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124
85,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124
86,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124
92,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124
93,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124
94,fully covered,org.apache.http.impl.client.cache.TestHttpCacheJiraNumber1147#testIssue1147#124
