112,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
117,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
118,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
119,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
120,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
138,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
139,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
141,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
142,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
143,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
146,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
155,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
156,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
157,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
159,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
160,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
162,fully covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testAsynchronousWorkersMax0#40
166,partially covered,org.apache.http.impl.client.cache.TestCachingHttpClientBuilder#testNullCacheConfig#45,org.apache.http.impl.client.cache.TestStaleWhileRevalidationReleasesConnection#start#112
