Commit_hash,Date,Author,File,Attribution,ID
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/ClientContextConfigurer.java,production,506
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/HttpClientContext.java,production,508
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestAddCookies.java,production,510
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestAuthCache.java,production,511
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestClientConnControl.java,production,513
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/ResponseAuthCache.java,production,518
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/ResponseProcessCookies.java,production,520
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/HttpClientConnectionManager.java,production,548
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/HttpConnectionFactory.java,production,550
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/SchemePortResolver.java,production,559
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/scheme/Scheme.java,production,587
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/scheme/SchemeRegistry.java,production,591
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/socket/ConnectionSocketFactory.java,production,598
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/socket/PlainSocketFactory.java,production,601
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/ssl/SSLSocketFactory.java,production,617
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/BasicSchemeFactory.java,production,656
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/DigestSchemeFactory.java,production,658
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/KerberosSchemeFactory.java,production,663
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/NTLMSchemeFactory.java,production,668
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/RFC2617Scheme.java,production,672
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/SPNegoSchemeFactory.java,production,674
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/AuthenticationStrategyImpl.java,production,685
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/BasicAuthCache.java,production,687
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/DefaultConnectionKeepAliveStrategy.java,production,702
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/DefaultHttpRequestRetryHandler.java,production,704
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/DefaultRedirectStrategy.java,production,707
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/DefaultUserTokenHandler.java,production,712
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/NoopUserTokenHandler.java,production,728
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/ProxyAuthenticationStrategy.java,production,730
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/TargetAuthenticationStrategy.java,production,741
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/HttpClientBuilder.java,production,746
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/InternalHttpClient.java,production,750
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/MainClientExec.java,production,751
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/ProtocolExec.java,production,752
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/RedirectExec.java,production,753
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/BasicHttpClientConnectionManager.java,production,791
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/DefaultClientConnectionFactory.java,production,798
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/DefaultHttpRoutePlanner.java,production,803
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/DefaultRoutePlanner.java,production,807
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/DefaultSchemePortResolver.java,production,808
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/HttpClientConnectionManagerBase.java,production,809
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/HttpClientConnectionOperator.java,production,810
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/PoolingHttpClientConnectionManager.java,production,824
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/ProxySelectorRoutePlanner.java,production,825
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/SchemeRegistryFactory.java,production,826
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/SystemDefaultRoutePlanner.java,production,830
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/BestMatchSpecFactory.java,production,856
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/BrowserCompatSpecFactory.java,production,858
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/IgnoreSpecFactory.java,production,866
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/NetscapeDraftSpecFactory.java,production,873
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/RFC2109SpecFactory.java,production,880
e2e564a1a198ed7cf7a6460f8bfb0a7f64b594f1,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/RFC2965SpecFactory.java,production,888
8901aed4949de2d597e09f645dfb2a0507839483,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthSchemeFactory.java,production,412
8901aed4949de2d597e09f645dfb2a0507839483,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthSchemeProvider.java,production,413
8901aed4949de2d597e09f645dfb2a0507839483,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthSchemeRegistry.java,production,414
8901aed4949de2d597e09f645dfb2a0507839483,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/cookie/CookieSpecFactory.java,production,642
8901aed4949de2d597e09f645dfb2a0507839483,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/cookie/CookieSpecProvider.java,production,643
8901aed4949de2d597e09f645dfb2a0507839483,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/cookie/CookieSpecRegistry.java,production,644
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/utils/URLEncodedUtils.java,production,531
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/HttpSSLConnection.java,production,554
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/ManagedClientConnection.java,production,555
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/SocketClientConnection.java,production,560
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/DefaultUserTokenHandler.java,production,712
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/AbstractClientConnAdapter.java,production,787
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/BasicHttpClientConnectionManager.java,production,791
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/CPool.java,production,792
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/CPoolEntry.java,production,793
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/CPoolProxy.java,production,794
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/ClientConnectionImpl.java,production,795
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/DefaultClientConnection.java,production,797
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/DefaultClientConnectionFactory.java,production,798
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/HttpClientConnectionManagerBase.java,production,809
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/HttpClientConnectionOperator.java,production,810
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/ManagedClientConnectionImpl.java,production,820
2c1d3f797adeb49c9a18bce0d10bb9a406e4d7fc,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/SocketClientConnectionImpl.java,production,828
4dc5821acb07bf0d3adb9059301a2462d5da2b54,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/ConnectTimeoutException.java,production,540
4dc5821acb07bf0d3adb9059301a2462d5da2b54,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/HttpInetSocketAddress.java,production,552
4dc5821acb07bf0d3adb9059301a2462d5da2b54,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/scheme/PlainSocketFactory.java,production,586
4dc5821acb07bf0d3adb9059301a2462d5da2b54,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/scheme/SchemeLayeredSocketFactory.java,production,588
4dc5821acb07bf0d3adb9059301a2462d5da2b54,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/scheme/SchemeSocketFactory.java,production,592
4dc5821acb07bf0d3adb9059301a2462d5da2b54,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/socket/ConnectionSocketFactory.java,production,598
4dc5821acb07bf0d3adb9059301a2462d5da2b54,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/socket/LayeredConnectionSocketFactory.java,production,599
4dc5821acb07bf0d3adb9059301a2462d5da2b54,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/socket/PlainSocketFactory.java,production,601
4dc5821acb07bf0d3adb9059301a2462d5da2b54,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/ssl/SSLSocketFactory.java,production,617
697556b9b0a94f0ec2f0d04da221d9d7476f2062,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/ClientConnectionImpl.java,production,795
697556b9b0a94f0ec2f0d04da221d9d7476f2062,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/DefaultClientConnection.java,production,797
697556b9b0a94f0ec2f0d04da221d9d7476f2062,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/LoggingInputStream.java,production,815
697556b9b0a94f0ec2f0d04da221d9d7476f2062,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/LoggingOutputStream.java,production,817
697556b9b0a94f0ec2f0d04da221d9d7476f2062,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/LoggingSessionInputBuffer.java,production,818
697556b9b0a94f0ec2f0d04da221d9d7476f2062,2012/11/28,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/Wire.java,production,831
f24317d15665014f705823c4a8b353654d391370,2012/11/23,Oleg Kalnichevski,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/BasicHttpCache.java,production,87
f24317d15665014f705823c4a8b353654d391370,2012/11/23,Oleg Kalnichevski,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/SizeLimitedResponseReader.java,production,141
6e14fc146a66e0f3eb362f45f95d1a58ee18886a,2012/11/21,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/ssl/AbstractVerifier.java,production,605
b6457c4d27e0ed1c4fa5f97bb69da130cdb6bab5,2012/11/16,Gary D. Gregory,httpmime/src/main/java/org/apache/http/entity/mime/content/StringBody.java,production,1148
c017b6ba7b47d9a4c4e35990bec2d7d443d25112,2012/11/16,Gary D. Gregory,httpmime/src/main/java/org/apache/http/entity/mime/content/StringBody.java,production,1148
20de472dd741702db57414465b44a7e3ddf67a3a,2012/11/08,Gary D. Gregory,httpclient/src/main/java/org/apache/http/client/utils/URIUtils.java,production,530
20de472dd741702db57414465b44a7e3ddf67a3a,2012/11/08,Gary D. Gregory,httpclient/src/main/java/org/apache/http/conn/routing/HttpRoute.java,production,575
20de472dd741702db57414465b44a7e3ddf67a3a,2012/11/08,Gary D. Gregory,httpclient/src/main/java/org/apache/http/conn/routing/RouteTracker.java,production,579
20de472dd741702db57414465b44a7e3ddf67a3a,2012/11/08,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/auth/NTLMEngineImpl.java,production,666
20de472dd741702db57414465b44a7e3ddf67a3a,2012/11/08,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/cookie/RFC2965PortAttributeHandler.java,production,886
7201c0c21649fd2f6460688ad1d3f9701de6777b,2012/11/08,Sebastian Bazley,httpclient/src/main/java/org/apache/http/impl/auth/DigestScheme.java,production,657
df203b7dcd543411ecb8bee7ce678d2943b85f0c,2012/11/08,Sebastian Bazley,httpclient/src/examples/org/apache/http/examples/client/ClientExecuteSOCKS.java,production,281
5a436e52c3c310a383e6d40b94623800edf9ae5d,2012/11/08,Sebastian Bazley,httpclient/src/main/java/org/apache/http/impl/conn/CPoolProxy.java,production,794
c2e94980e1f2619c1027b0eddced3bdc7029d68d,2012/11/07,Sebastian Bazley,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/BasicIdGenerator.java,production,90
c2e94980e1f2619c1027b0eddced3bdc7029d68d,2012/11/07,Sebastian Bazley,httpclient/src/main/java/org/apache/http/impl/auth/DigestScheme.java,production,657
4e3cbc31a74c60615d5244300e276ff772f5b3ab,2012/11/07,Sebastian Bazley,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/CachingHttpClient.java,production,106
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/conn/BasicManagedEntity.java,production,535
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/conn/params/ConnConnectionPNames.java,production,563
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/conn/params/ConnConnectionParamBean.java,production,564
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/conn/params/ConnManagerParams.java,production,567
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/conn/ssl/SSLSocketFactory.java,production,617
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/auth/NegotiateScheme.java,production,669
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/client/AbstractHttpClient.java,production,682
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/client/AutoRetryHttpClient.java,production,686
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/client/DefaultHttpRequestRetryHandler.java,production,704
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/client/builder/InternalHttpClient.java,production,750
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/conn/AbstractClientConnAdapter.java,production,787
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/conn/AbstractPooledConnAdapter.java,production,789
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/conn/DefaultResponseParser.java,production,806
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/conn/SingleClientConnManager.java,production,827
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/conn/tsccm/ConnPoolByRoute.java,production,837
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/conn/tsccm/RouteSpecificPool.java,production,841
fdfd59534c3290f3c72bf527a230f9b8726b0a73,2012/11/07,Gary D. Gregory,httpclient/src/main/java/org/apache/http/impl/conn/tsccm/ThreadSafeClientConnManager.java,production,842
6293899e61a75f180532872c0d2ce6e69e18687f,2012/11/07,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/DefaultRequestDirector.java,production,709
6293899e61a75f180532872c0d2ce6e69e18687f,2012/11/07,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/RedirectExec.java,production,753
b930227f907af1198765fc47beabbddae344ca7b,2012/11/07,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/ssl/AbstractVerifier.java,production,605
44f798c9bff26453f969aba6b86e51ba82c3e5b2,2012/11/07,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/util/InetAddressUtils.java,production,626
d550a62fe308789660dcebc774784468c558ca6c,2012/11/05,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/EofSensorInputStream.java,production,546
d550a62fe308789660dcebc774784468c558ca6c,2012/11/05,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/ConnectionReleaseTriggerImpl.java,production,745
d550a62fe308789660dcebc774784468c558ca6c,2012/11/05,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/HttpRequestWrapper.java,production,747
d550a62fe308789660dcebc774784468c558ca6c,2012/11/05,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/ProtocolExec.java,production,752
d550a62fe308789660dcebc774784468c558ca6c,2012/11/05,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/RequestEntityWrapper.java,production,754
d550a62fe308789660dcebc774784468c558ca6c,2012/11/05,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/ResponseEntityWrapper.java,production,755
87a46db5c27cf65359fbeef24994c2e80edd8008,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/utils/HttpClientUtils.java,production,524
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/BackoffStrategyExec.java,production,743
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/ClientExecChain.java,production,744
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/HttpResponseProxy.java,production,748
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/HttpResponseWrapper.java,production,749
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/MainClientExec.java,production,751
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/ProtocolExec.java,production,752
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/RedirectExec.java,production,753
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/ResponseEntityWrapper.java,production,755
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/RetryExec.java,production,756
e9ca02ccffe8a7cc233e107dcd4823fb179ca8d5,2012/11/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/builder/ServiceUnavailableRetryExec.java,production,757
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,fluent-hc/src/main/java/org/apache/http/client/fluent/Executor.java,production,11
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientAbortMethod.java,production,269
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientAuthentication.java,production,271
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientChunkEncodedPost.java,production,272
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientConnectionRelease.java,production,274
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientCustomContext.java,production,275
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientCustomSSL.java,production,277
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientEvictExpiredConnections.java,production,278
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientExecuteDirect.java,production,279
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientExecuteProxy.java,production,280
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientExecuteSOCKS.java,production,281
0155befe4a7101562d3a6b67a0da6e3fb3b4709b,2012/11/04,Oleg Kalnichevski,httpclient/src/examples/org/apache/http/examples/client/ClientFormLogin.java,production,282
