Date,File,Attribution
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/HttpCacheEntrySerializationException.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/HttpCacheEntrySerializer.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/HttpCacheInvalidator.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/HttpCacheStorage.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/HttpCacheUpdateCallback.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/HttpCacheUpdateException.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/InputLimit.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/Resource.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/ResourceFactory.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/AsynchronousValidationRequest.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/AsynchronousValidator.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/BasicHttpCache.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/BasicHttpCacheStorage.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/BasicIdGenerator.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheConfig.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheEntity.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheEntryUpdater.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheInvalidator.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheKeyGenerator.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheMap.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheValidityPolicy.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheableRequestPolicy.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachedHttpResponseGenerator.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachedResponseSuitabilityChecker.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachingExec.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachingHttpClientBuilder.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachingHttpClients.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CombinedEntity.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ConditionalRequestBuilder.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/DefaultFailureCache.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/DefaultHttpCacheEntrySerializer.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ExponentialBackOffSchedulingStrategy.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/FailureCache.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/FailureCacheValue.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/FileResource.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/FileResourceFactory.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/HeapResource.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/HeapResourceFactory.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/HttpCache.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/IOUtils.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ImmediateSchedulingStrategy.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ManagedHttpCacheStorage.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/OptionsHttp11Response.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/Proxies.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/RequestProtocolCompliance.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/RequestProtocolError.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ResourceReference.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ResponseCachingPolicy.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ResponseProtocolCompliance.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ResponseProxyHandler.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/SchedulingStrategy.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/SizeLimitedResponseReader.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/Variant.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/WarningValue.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ehcache/EhcacheHttpCacheStorage.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/KeyHashingScheme.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedCacheEntry.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedCacheEntryFactory.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedCacheEntryFactoryImpl.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedCacheEntryImpl.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedHttpCacheStorage.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedKeyHashingException.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedOperationTimeoutException.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedSerializationException.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/PrefixKeyHashingScheme.java,production
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/SHA256KeyHashingScheme.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/cache/TestHttpCacheEntry.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/AbstractProtocolTest.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/ConsumableInputStream.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/Counter.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/DummyBackend.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/HttpTestUtils.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/OKStatus.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/RequestEquivalent.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/ResponseEquivalent.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/Serializer.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/SimpleHttpCacheStorage.java,production
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestAsynchronousValidationRequest.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestAsynchronousValidator.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestBasicHttpCache.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheEntryUpdater.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheInvalidator.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheKeyGenerator.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheValidityPolicy.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheableRequestPolicy.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCachedHttpResponseGenerator.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCachedResponseSuitabilityChecker.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCachingExec.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCachingExecChain.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCachingHttpClientBuilder.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCombinedEntity.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestConditionalRequestBuilder.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestDefaultFailureCache.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestExponentialBackingOffSchedulingStrategy.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestHttpCacheEntrySerializers.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestHttpCacheJiraNumber1147.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestImmediateSchedulingStrategy.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestProtocolAllowedBehavior.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestProtocolDeviations.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestProtocolRecommendations.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestProtocolRequirements.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestRFC5861Compliance.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestRequestProtocolCompliance.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestResponseCachingPolicy.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestResponseProtocolCompliance.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestSizeLimitedResponseReader.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestStaleWhileRevalidationReleasesConnection.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestWarningValue.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/ehcache/TestEhcacheHttpCacheStorage.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/ehcache/TestEhcacheProtocolRequirements.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/memcached/TestMemcachedCacheEntryFactoryImpl.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/memcached/TestMemcachedCacheEntryImpl.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/memcached/TestMemcachedHttpCacheStorage.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/memcached/TestPrefixKeyHashingScheme.java,test
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/memcached/TestSHA256HashingScheme.java,test
2016/01/26,httpclient-fluent/src/examples/org/apache/hc/client5/http/examples/fluent/FluentAsync.java,production
2016/01/26,httpclient-fluent/src/examples/org/apache/hc/client5/http/examples/fluent/FluentExecutor.java,production
2016/01/26,httpclient-fluent/src/examples/org/apache/hc/client5/http/examples/fluent/FluentQuickStart.java,production
2016/01/26,httpclient-fluent/src/examples/org/apache/hc/client5/http/examples/fluent/FluentRequests.java,production
2016/01/26,httpclient-fluent/src/examples/org/apache/hc/client5/http/examples/fluent/FluentResponseHandling.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/Async.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/Content.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/ContentResponseHandler.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/Executor.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/Form.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/HttpHeader.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/InternalByteArrayEntity.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/InternalFileEntity.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/InternalHttpRequest.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/InternalInputStreamEntity.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/Request.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/Response.java,production
2016/01/26,httpclient-fluent/src/main/java/org/apache/hc/client5/http/fluent/package-info.java,production
2016/01/26,httpclient-fluent/src/test/java/org/apache/hc/client5/http/fluent/TestFluent.java,test
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/HttpProxyConfigurationActivator.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/OSGiClientBuilderFactory.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/OSGiCredentialsProvider.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/OSGiHttpClientBuilder.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/OSGiHttpRoutePlanner.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/OSGiProxyConfiguration.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/PropertiesUtils.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/package-info.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/package-info.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/services/HttpClientBuilderFactory.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/services/ProxyConfiguration.java,production
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/services/package-info.java,production
2016/01/26,httpclient-osgi/src/test/java/org/apache/hc/client5/http/osgi/impl/MimeExportedIT.java,production
2016/01/26,httpclient-osgi/src/test/java/org/apache/hc/client5/http/osgi/impl/OSGiProxyConfigurationTest.java,test
2016/01/26,httpclient-osgi/src/test/java/org/apache/hc/client5/http/osgi/impl/TestOSGiHttpRoutePlanner.java,test
2016/01/26,httpclient-osgi/src/test/java/org/apache/hc/client5/http/osgi/impl/TestPropertiesUtils.java,test
2016/01/26,httpclient-win/src/examples/org/apache/hc/client5/http/examples/client/win/ClientWinAuth.java,production
2016/01/26,httpclient-win/src/main/java/org/apache/hc/client5/http/impl/win/WinHttpClients.java,production
2016/01/26,httpclient-win/src/main/java/org/apache/hc/client5/http/impl/win/WindowsNTLMSchemeFactory.java,production
2016/01/26,httpclient-win/src/main/java/org/apache/hc/client5/http/impl/win/WindowsNegotiateScheme.java,production
2016/01/26,httpclient-win/src/main/java/org/apache/hc/client5/http/impl/win/WindowsNegotiateSchemeFactory.java,production
2016/01/26,httpclient-win/src/main/java/org/apache/hc/client5/http/impl/win/package-info.java,production
2016/01/26,httpclient-win/src/test/java/org/apache/hc/client5/http/impl/win/TestWindowsNegotiateScheme.java,test
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientAbortMethod.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientAuthentication.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientChunkEncodedPost.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientConfiguration.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientConnectionRelease.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientCustomContext.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientCustomPublicSuffixList.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientCustomSSL.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientEvictExpiredConnections.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientExecuteProxy.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientExecuteSOCKS.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientFormLogin.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientMultiThreadedExecution.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientMultipartFormPost.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientPreemptiveBasicAuthentication.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientPreemptiveDigestAuthentication.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientProxyAuthentication.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientWithRequestFuture.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ClientWithResponseHandler.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/ProxyTunnelDemo.java,production
2016/01/26,httpclient/src/examples/org/apache/hc/client5/http/examples/QuickStart.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/ConnectTimeoutException.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/ConnectionKeepAliveStrategy.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/ConnectionPoolTimeoutException.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/DnsResolver.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/HttpConnectionFactory.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/HttpHostConnectException.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/HttpRoute.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/RouteInfo.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/RouteTracker.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/SchemePortResolver.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/SystemDefaultDnsResolver.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/UnsupportedSchemeException.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/AuthCache.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/AuthChallenge.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/AuthExchange.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/AuthScheme.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/AuthSchemeProvider.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/AuthenticationException.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/BasicUserPrincipal.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/ChallengeType.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/Credentials.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/CredentialsProvider.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/CredentialsStore.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/InvalidCredentialsException.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/KerberosCredentials.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/MalformedChallengeException.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/NTCredentials.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/NTUserPrincipal.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/UsernamePasswordCredentials.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/package-info.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/util/ByteArrayBuilder.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/config/AuthSchemes.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/config/CookieSpecs.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/config/RequestConfig.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/config/package-info.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/cookie/BasicCookieStore.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/cookie/CommonCookieAttributeHandler.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/cookie/Cookie.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/cookie/CookieAttributeHandler.java,production
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/cookie/CookieIdentityComparator.java,production
