com.sun.jna.platform.win32|com.sun.jna.platform.win32.Secur32|com.sun.jna.platform.win32.Secur32.AcquireCredentialsHandle(String)|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Secur32|com.sun.jna.platform.win32.Secur32.DeleteSecurityContext(CtxtHandle)|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Secur32|com.sun.jna.platform.win32.Secur32.FreeCredentialsHandle(CredHandle)|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Secur32|com.sun.jna.platform.win32.Secur32.INSTANCE|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Secur32|com.sun.jna.platform.win32.Secur32.InitializeSecurityContext(CredHandle)|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Secur32Util|com.sun.jna.platform.win32.Secur32Util.getUserNameEx(int)|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Sspi$CredHandle|com.sun.jna.platform.win32.Sspi$CredHandle.Sspi$CredHandle()|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Sspi$CredHandle|com.sun.jna.platform.win32.Sspi$CredHandle.isNull()|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Sspi$CtxtHandle|com.sun.jna.platform.win32.Sspi$CtxtHandle.Sspi$CtxtHandle()|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Sspi$CtxtHandle|com.sun.jna.platform.win32.Sspi$CtxtHandle.isNull()|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Sspi$SecBufferDesc|com.sun.jna.platform.win32.Sspi$SecBufferDesc.Sspi$SecBufferDesc(int)|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Sspi$SecBufferDesc|com.sun.jna.platform.win32.Sspi$SecBufferDesc.Sspi$SecBufferDesc(int)|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Sspi$SecBufferDesc|com.sun.jna.platform.win32.Sspi$SecBufferDesc.getBytes()|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Sspi$TimeStamp|com.sun.jna.platform.win32.Sspi$TimeStamp.Sspi$TimeStamp()|
com.sun.jna.platform.win32|com.sun.jna.platform.win32.Win32Exception|com.sun.jna.platform.win32.Win32Exception.Win32Exception(int)|
com.sun.jna.ptr|com.sun.jna.ptr.IntByReference|com.sun.jna.ptr.IntByReference.IntByReference()|
java.lang|java.lang.IllegalStateException|java.lang.IllegalStateException.IllegalStateException(String)|
java.lang|java.lang.Object|java.lang.Object.Object()|
java.lang|java.lang.Object|java.lang.Object.finalize()|
java.lang|java.lang.Object|java.lang.Object.getClass()|
java.lang|java.lang.String|java.lang.String.contains(CharSequence)|
java.lang|java.lang.String|java.lang.String.isEmpty()|
java.lang|java.lang.String|java.lang.String.toLowerCase(Locale)|
java.lang|java.lang.StringBuilder|java.lang.StringBuilder.StringBuilder()|
java.lang|java.lang.StringBuilder|java.lang.StringBuilder.append(String)|
java.lang|java.lang.StringBuilder|java.lang.StringBuilder.toString()|
