Date,Author,File,Attribution,ID
2014/04/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentCollectionConverter.java,pc_with_bug,678
2013/09/04,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentCollectionConverter.java,pc_with_bug,678
2012/06/09,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentCollectionConverter.java,pc_with_bug,678
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentCollectionConverter.java,pc_with_bug,678
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentCollectionConverter.java,pc_with_bug,678
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentCollectionConverter.java,test,678
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentCollectionConverter.java,test,678
2014/04/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentMapConverter.java,pc_with_bug,679
2013/09/04,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentMapConverter.java,pc_with_bug,679
2012/06/09,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentMapConverter.java,pc_with_bug,679
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentMapConverter.java,pc_with_bug,679
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentMapConverter.java,pc_with_bug,679
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentMapConverter.java,test,679
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentMapConverter.java,test,679
2014/04/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedMapConverter.java,pc_with_bug,680
2013/09/04,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedMapConverter.java,pc_with_bug,680
2012/06/09,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedMapConverter.java,pc_with_bug,680
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedMapConverter.java,pc_with_bug,680
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedMapConverter.java,pc_with_bug,680
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedMapConverter.java,test,680
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedMapConverter.java,test,680
2014/04/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedSetConverter.java,pc_with_bug,681
2013/09/04,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedSetConverter.java,pc_with_bug,681
2012/06/09,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedSetConverter.java,pc_with_bug,681
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedSetConverter.java,pc_with_bug,681
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedSetConverter.java,pc_with_bug,681
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedSetConverter.java,test,681
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/converter/HibernatePersistentSortedSetConverter.java,test,681
2014/04/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,pc_with_bug,682
2013/09/04,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,pc_with_bug,682
2013/01/15,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,pc_with_bug,682
2012/06/09,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,pc_with_bug,682
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,pc_with_bug,682
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,pc_with_bug,682
2011/08/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,test,682
2011/04/22,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/mapper/HibernateMapper.java,test,682
2014/04/06,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/util/Hibernate.java,pc_with_bug,683
2013/09/04,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/util/Hibernate.java,pc_with_bug,683
2012/07/18,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/util/Hibernate.java,pc_with_bug,683
2012/06/09,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/util/Hibernate.java,pc_with_bug,683
2012/06/09,Jörg Schaible,xstream-hibernate/src/java/com/thoughtworks/xstream/hibernate/util/Hibernate.java,test,683
2014/03/13,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_bug,684
2009/04/29,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_bug,684
2007/12/11,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_bug,684
2006/10/23,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_bug,684
2006/02/14,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_bug,684
2004/10/04,Joe Walnes,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_bug,684
2004/10/04,Joe Walnes,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_bug,684
2004/03/17,Joe Walnes,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,pc_with_bug,684
2009/04/29,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,test,684
2008/12/03,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,test,684
2008/01/24,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,test,684
2007/12/11,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,test,684
2007/12/01,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,test,684
2007/08/10,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,test,684
2004/03/18,Joe Walnes,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,test,684
2004/03/17,Joe Walnes,xstream/src/java/com/thoughtworks/xstream/MarshallingStrategy.java,test,684
2015/07/14,joehni,xstream/src/java/com/thoughtworks/xstream/XStream.java,pc_with_bug,685
2015/07/14,joehni,xstream/src/java/com/thoughtworks/xstream/XStream.java,pc_with_bug,685
2015/06/24,joehni,xstream/src/java/com/thoughtworks/xstream/XStream.java,pc_with_bug,685
2015/02/21,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/XStream.java,pc_with_bug,685
2015/02/19,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/XStream.java,pc_with_bug,685
2015/02/11,Jörg Schaible,xstream/src/java/com/thoughtworks/xstream/XStream.java,pc_with_bug,685
