2006/10/17,Mauro Talevi,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/DomNode.java,production,1
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/DomNode.java,production,1
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/DomNode.java,test,1
2006/10/17,Mauro Talevi,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/Graph.java,production,2
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/Graph.java,production,2
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/Graph.java,test,2
2006/10/17,Mauro Talevi,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/InvalidXmlException.java,production,3
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/InvalidXmlException.java,production,3
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/InvalidXmlException.java,test,3
2006/10/17,Mauro Talevi,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/Quantity.java,production,4
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/Quantity.java,production,4
2006/10/17,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/Quantity.java,test,4
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/Quantity.java,test,4
2006/10/17,Mauro Talevi,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/XNode.java,production,6
2006/10/17,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/XNode.java,production,6
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/XNode.java,production,6
2006/10/17,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/XNode.java,test,6
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/XNode.java,test,6
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/XNode.java,test,6
2006/10/17,Mauro Talevi,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/dom/Element.java,production,11
2006/10/17,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/dom/Element.java,production,11
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/dom/Element.java,production,11
2006/10/17,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/dom/Element.java,test,11
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/java/org/codehaus/xstream/modeller/dom/Element.java,test,11
2006/10/17,Mauro Talevi,sandbox/xstream-modeller/src/main/test/org/codehaus/xstream/modeller/AbstractTestCase.java,production,17
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/test/org/codehaus/xstream/modeller/AbstractTestCase.java,production,17
2006/10/14,Guilherme Silveira,sandbox/xstream-modeller/src/main/test/org/codehaus/xstream/modeller/AbstractTestCase.java,test,17
2007/12/12,Jörg Schaible,xstream-builder/src/java/com/thoughtworks/xstream/ReadOnlyXStream.java,production,185
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/ReadOnlyXStream.java,production,185
2007/12/12,Jörg Schaible,xstream-builder/src/java/com/thoughtworks/xstream/ReadOnlyXStream.java,test,185
2007/11/15,Mauro Talevi,xstream-builder/src/java/com/thoughtworks/xstream/ReadOnlyXStream.java,test,185
2007/10/08,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/ReadOnlyXStream.java,test,185
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/ReadOnlyXStream.java,test,185
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/ReadOnlyXStream.java,test,185
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/ReadOnlyXStream.java,test,185
2007/12/12,Jörg Schaible,xstream-builder/src/java/com/thoughtworks/xstream/builder/TypeConfig.java,production,187
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/TypeConfig.java,production,187
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/TypeConfig.java,production,187
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/TypeConfig.java,test,187
2007/12/12,Jörg Schaible,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,production,188
2007/12/12,Jörg Schaible,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,production,188
2007/10/08,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,production,188
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,production,188
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,production,188
2007/12/12,Jörg Schaible,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,test,188
2007/12/12,Jörg Schaible,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,test,188
2007/11/15,Mauro Talevi,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,test,188
2007/11/15,Mauro Talevi,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,test,188
2007/10/08,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,test,188
2007/10/08,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,test,188
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,test,188
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,test,188
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,test,188
2007/12/12,Jörg Schaible,xstream-builder/src/java/com/thoughtworks/xstream/builder/processor/TypeConfigProcessor.java,production,200
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/processor/TypeConfigProcessor.java,production,200
2007/12/12,Jörg Schaible,xstream-builder/src/java/com/thoughtworks/xstream/builder/processor/TypeConfigProcessor.java,test,200
2007/11/15,Mauro Talevi,xstream-builder/src/java/com/thoughtworks/xstream/builder/processor/TypeConfigProcessor.java,test,200
2007/10/08,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/processor/TypeConfigProcessor.java,test,200
2007/07/18,Guilherme Silveira,xstream-builder/src/java/com/thoughtworks/xstream/builder/processor/TypeConfigProcessor.java,test,200
2007/07/18,Guilherme Silveira,xstream-builder/src/main/java/com/thoughtworks/xstream/ReadOnlyXStream.java,production,202
2007/07/16,Guilherme Silveira,xstream-builder/src/main/java/com/thoughtworks/xstream/ReadOnlyXStream.java,production,202
2007/07/16,Guilherme Silveira,xstream-builder/src/main/java/com/thoughtworks/xstream/ReadOnlyXStream.java,test,202
2007/07/18,Guilherme Silveira,xstream-builder/src/main/java/com/thoughtworks/xstream/builder/XStreamBuilder.java,production,205
