47,fully covered,org.apache.http.impl.auth.TestHttpAuthenticator#testAuthChallengeStateMultipleOption#439
48,fully covered,org.apache.http.impl.auth.TestHttpAuthenticator#testAuthChallengeStateMultipleOption#439
56,fully covered,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationUnknownAlgo#406,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationQopIntOnlyNonRepeatableEntity#637,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationNoNonce#257,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationNoRealm#244,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationMD5SessUnknownQop#376,org.apache.http.impl.client.integration.TestClientAuthenticationFallBack#testBasicAuthenticationSuccess#152
57,fully covered,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationUnknownAlgo#406,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationQopIntOnlyNonRepeatableEntity#637,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationNoNonce#257,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationNoRealm#244,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationMD5SessUnknownQop#376,org.apache.http.impl.client.integration.TestClientAuthenticationFallBack#testBasicAuthenticationSuccess#152
