48,fully covered,org.apache.http.impl.auth.TestHttpAuthenticator#testAuthenticationException#361
49,fully covered,org.apache.http.impl.auth.TestHttpAuthenticator#testAuthenticationException#361
57,fully covered,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationEmptyChallenge1#69,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationEmptyChallenge2#76,org.apache.http.impl.auth.TestRFC2617Scheme#testInvalidHeaderValue#149,org.apache.http.impl.auth.TestRFC2617Scheme#testInvalidSchemeName#142,org.apache.http.impl.auth.TestRFC2617Scheme#testInvalidHeader#135,org.apache.http.impl.client.integration.TestClientAuthenticationFakeNTLM#testNTLMType2MessageOnlyAuthenticationFailure#207,org.apache.http.impl.client.integration.TestClientAuthenticationFakeNTLM#testNTLMType2NonUnicodeMessageOnlyAuthenticationFailure#228
58,fully covered,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationEmptyChallenge1#69,org.apache.http.impl.auth.TestDigestScheme#testDigestAuthenticationEmptyChallenge2#76,org.apache.http.impl.auth.TestRFC2617Scheme#testInvalidHeaderValue#149,org.apache.http.impl.auth.TestRFC2617Scheme#testInvalidSchemeName#142,org.apache.http.impl.auth.TestRFC2617Scheme#testInvalidHeader#135,org.apache.http.impl.client.integration.TestClientAuthenticationFakeNTLM#testNTLMType2MessageOnlyAuthenticationFailure#207,org.apache.http.impl.client.integration.TestClientAuthenticationFakeNTLM#testNTLMType2NonUnicodeMessageOnlyAuthenticationFailure#228
