56,fully covered,org.apache.http.impl.client.cache.AbstractProtocolTest#setUp#90x568,org.apache.http.impl.client.cache.TestCachingExecChain#setUp#146x62,org.apache.http.impl.client.cache.TestProtocolDeviations#setUp#104x5
60,fully covered,org.apache.http.impl.client.cache.AbstractProtocolTest#setUp#90x568,org.apache.http.impl.client.cache.TestCachingExecChain#setUp#146x62,org.apache.http.impl.client.cache.TestProtocolDeviations#setUp#104x5
61,fully covered,org.apache.http.impl.client.cache.AbstractProtocolTest#setUp#90x568,org.apache.http.impl.client.cache.TestCachingExecChain#setUp#146x62,org.apache.http.impl.client.cache.TestProtocolDeviations#setUp#104x5
68,fully covered,org.apache.http.impl.client.cache.TestCachingExecChain#testSetsModuleGeneratedResponseContextForCacheOptionsResponse#397,org.apache.http.impl.client.cache.TestCachingExecChain#testSetsCacheMissContextIfRequestNotServableFromCache#451,org.apache.http.impl.client.cache.TestCachingExecChain#testSetsModuleResponseContextIfValidationFailsButNotRequired#962,org.apache.http.impl.client.cache.TestCachingExecChain#testSetsCacheHitContextIfRequestServedFromCache#513,org.apache.http.impl.client.cache.TestCachingExecChain#testSetsModuleResponseContextIfValidationRequiredButFailed#933,org.apache.http.impl.client.cache.TestCachingExecChain#testSetsModuleGeneratedResponseContextForFatallyNoncompliantRequest#411,org.apache.http.impl.client.cache.TestCachingExecChain#testSetsValidatedContextIfRequestWasSuccessfullyValidated#866
