project,num_covered_instruction,num_uncovered_instruction,num_total_instruction,C0coverage
rest-driver/rest-driver,41,0,41,100
rest-driver/rest-driver,27,0,27,100
rest-driver/rest-driver,26,0,26,100
rest-driver/rest-driver,6,0,6,100
rest-driver/rest-driver,17,5,22,77
rest-driver/rest-driver,13,0,13,100
rest-driver/rest-driver,303,145,448,68
rest-driver/rest-driver,32,31,63,51
rest-driver/rest-driver,30,26,56,54
rest-driver/rest-driver,67,13,80,84
rest-driver/rest-driver,34,17,51,67
rest-driver/rest-driver,57,0,57,100
rest-driver/rest-driver,4,0,4,100
rest-driver/rest-driver,14,17,31,45
rest-driver/rest-driver,159,7,166,96
rest-driver/rest-driver,68,6,74,92
rest-driver/rest-driver,136,0,136,100
rest-driver/rest-driver,46,0,46,100
rest-driver/rest-driver,42,0,42,100
rest-driver/rest-driver,38,0,38,100
rest-driver/rest-driver,36,0,36,100
rest-driver/rest-driver,25,0,25,100
rest-driver/rest-driver,18,0,18,100
rest-driver/rest-driver,15,0,15,100
rest-driver/rest-driver,11,0,11,100
rest-driver/rest-driver,11,0,11,100
rest-driver/rest-driver,7,0,7,100
rest-driver/rest-driver,0,5,5,0
rest-driver/rest-driver,0,5,5,0
rest-driver/rest-driver,5,0,5,100
rest-driver/rest-driver,4,0,4,100
rest-driver/rest-driver,4,0,4,100
rest-driver/rest-driver,4,0,4,100
rest-driver/rest-driver,4,0,4,100
rest-driver/rest-driver,9,0,9,100
rest-driver/rest-driver,9,0,9,100
rest-driver/rest-driver,260,66,326,80
rest-driver/rest-driver,82,0,82,100
rest-driver/rest-driver,71,0,71,100
rest-driver/rest-driver,42,0,42,100
rest-driver/rest-driver,35,0,35,100
rest-driver/rest-driver,23,0,23,100
rest-driver/rest-driver,72,21,93,77
rest-driver/rest-driver,15,0,15,100
rhuss/docker-maven-plugin,0,905,905,0
rhuss/docker-maven-plugin,0,841,841,0
rhuss/docker-maven-plugin,0,591,591,0
rhuss/docker-maven-plugin,0,370,370,0
rhuss/docker-maven-plugin,0,287,287,0
rhuss/docker-maven-plugin,0,228,228,0
rhuss/docker-maven-plugin,0,169,169,0
rhuss/docker-maven-plugin,0,158,158,0
rhuss/docker-maven-plugin,0,117,117,0
rhuss/docker-maven-plugin,0,107,107,0
rhuss/docker-maven-plugin,0,104,104,0
rhuss/docker-maven-plugin,0,99,99,0
rhuss/docker-maven-plugin,0,97,97,0
rhuss/docker-maven-plugin,0,68,68,0
rhuss/docker-maven-plugin,0,66,66,0
rhuss/docker-maven-plugin,0,61,61,0
rhuss/docker-maven-plugin,0,54,54,0
rhuss/docker-maven-plugin,0,17,17,0
rhuss/docker-maven-plugin,0,N/A,N/A,0
rhuss/docker-maven-plugin,171,283,454,38
rhuss/docker-maven-plugin,0,142,142,0
rhuss/docker-maven-plugin,0,127,127,0
rhuss/docker-maven-plugin,0,111,111,0
rhuss/docker-maven-plugin,0,97,97,0
rhuss/docker-maven-plugin,0,67,67,0
rhuss/docker-maven-plugin,101,48,149,68
rhuss/docker-maven-plugin,0,48,48,0
rhuss/docker-maven-plugin,593,46,639,93
rhuss/docker-maven-plugin,90,37,127,71
rhuss/docker-maven-plugin,0,35,35,0
rhuss/docker-maven-plugin,302,33,335,90
rhuss/docker-maven-plugin,0,26,26,0
rhuss/docker-maven-plugin,0,24,24,0
rhuss/docker-maven-plugin,11,11,22,50
rhuss/docker-maven-plugin,82,7,89,92
rhuss/docker-maven-plugin,144,6,150,96
rhuss/docker-maven-plugin,N/A,N/A,N/A,91
rhuss/docker-maven-plugin,N/A,N/A,N/A,99
rhuss/docker-maven-plugin,0,135,135,0
rhuss/docker-maven-plugin,6,133,139,4
rhuss/docker-maven-plugin,0,34,34,0
rhuss/docker-maven-plugin,183,1252,1435,13
rhuss/docker-maven-plugin,0,248,248,0
rhuss/docker-maven-plugin,0,78,78,0
rhuss/docker-maven-plugin,0,66,66,0
rhuss/docker-maven-plugin,N/A,N/A,N/A,11
rhuss/docker-maven-plugin,0,15,15,0
rhuss/docker-maven-plugin,0,12,12,0
rhuss/docker-maven-plugin,0,N/A,N/A,0
rhuss/docker-maven-plugin,0,N/A,N/A,0
rhuss/docker-maven-plugin,9,105,114,8
rhuss/docker-maven-plugin,0,4,4,0
rhuss/docker-maven-plugin,0,389,389,0
rhuss/docker-maven-plugin,0,18,18,0
rhuss/docker-maven-plugin,0,16,16,0
rhuss/docker-maven-plugin,0,14,14,0
rhuss/docker-maven-plugin,0,11,11,0
rhuss/docker-maven-plugin,0,74,74,0
rhuss/docker-maven-plugin,0,15,15,0
rhuss/docker-maven-plugin,0,13,13,0
rhuss/docker-maven-plugin,0,345,345,0
rhuss/docker-maven-plugin,0,37,37,0
rhuss/docker-maven-plugin,0,36,36,0
rhuss/docker-maven-plugin,0,36,36,0
rhuss/docker-maven-plugin,0,21,21,0
rhuss/docker-maven-plugin,0,16,16,0
rhuss/docker-maven-plugin,256,163,419,61
rhuss/docker-maven-plugin,0,N/A,N/A,0
rhuss/docker-maven-plugin,N/A,0,N/A,100
rhuss/docker-maven-plugin,0,282,282,0
rhuss/docker-maven-plugin,0,91,91,0
rhuss/docker-maven-plugin,0,85,85,0
rhuss/docker-maven-plugin,0,50,50,0
rhuss/docker-maven-plugin,143,669,812,18
rhuss/docker-maven-plugin,110,332,442,25
rhuss/docker-maven-plugin,72,269,341,21
rhuss/docker-maven-plugin,0,132,132,0
rhuss/docker-maven-plugin,752,56,808,93
rhuss/docker-maven-plugin,59,26,85,69
rhuss/docker-maven-plugin,0,23,23,0
rhuss/docker-maven-plugin,0,16,16,0
rhuss/docker-maven-plugin,74,14,88,84
rhuss/docker-maven-plugin,171,9,180,95
rhuss/docker-maven-plugin,N/A,N/A,N/A,93
rhuss/docker-maven-plugin,21,0,21,100
rhuss/docker-maven-plugin,78,139,217,36
rhuss/docker-maven-plugin,0,101,101,0
rhuss/docker-maven-plugin,169,85,254,67
rhuss/docker-maven-plugin,0,78,78,0
rhuss/docker-maven-plugin,0,62,62,0
rhuss/docker-maven-plugin,40,52,92,43
rhuss/docker-maven-plugin,0,38,38,0
rhuss/docker-maven-plugin,0,38,38,0
rhuss/docker-maven-plugin,0,24,24,0
rhuss/docker-maven-plugin,111,20,131,85
rhuss/docker-maven-plugin,46,19,65,71
rhuss/docker-maven-plugin,143,17,160,89
rhuss/docker-maven-plugin,118,16,134,88
rhuss/docker-maven-plugin,51,15,66,77
rhuss/docker-maven-plugin,6,12,18,33
rhuss/docker-maven-plugin,47,11,58,81
rhuss/docker-maven-plugin,90,9,99,91
rhuss/docker-maven-plugin,53,9,62,85
rhuss/docker-maven-plugin,12,9,21,57
rhuss/docker-maven-plugin,83,7,90,92
rhuss/docker-maven-plugin,29,7,36,81
rhuss/docker-maven-plugin,53,6,59,90
rhuss/docker-maven-plugin,187,5,192,97
rhuss/docker-maven-plugin,174,5,179,97
rhuss/docker-maven-plugin,64,5,69,93
rhuss/docker-maven-plugin,219,3,222,99
rhuss/docker-maven-plugin,58,3,61,95
rhuss/docker-maven-plugin,15,3,18,83
rhuss/docker-maven-plugin,15,3,18,83
rhuss/docker-maven-plugin,248,0,248,100
rhuss/docker-maven-plugin,68,0,68,100
rhuss/docker-maven-plugin,58,0,58,100
rhuss/docker-maven-plugin,58,0,58,100
rhuss/docker-maven-plugin,41,0,41,100
rhuss/docker-maven-plugin,38,0,38,100
rhuss/docker-maven-plugin,25,0,25,100
rhuss/docker-maven-plugin,14,0,14,100
rhuss/docker-maven-plugin,9,0,9,100
rhuss/docker-maven-plugin,5,0,5,100
rhuss/docker-maven-plugin,5,0,5,100
rhuss/docker-maven-plugin,89,0,89,100
rhuss/docker-maven-plugin,836,26,862,97
rhuss/docker-maven-plugin,928,9,937,99
rhuss/docker-maven-plugin,60,107,167,36
rhuss/docker-maven-plugin,65,83,148,44
rhuss/docker-maven-plugin,0,71,71,0
rhuss/docker-maven-plugin,0,61,61,0
rhuss/docker-maven-plugin,0,27,27,0
rhuss/docker-maven-plugin,91,18,109,83
rhuss/docker-maven-plugin,178,49,227,78
rhuss/docker-maven-plugin,269,37,306,88
rhuss/docker-maven-plugin,0,29,29,0
rhuss/docker-maven-plugin,15,0,15,100
rhuss/docker-maven-plugin,478,443,921,52
rhuss/docker-maven-plugin,92,115,207,44
rhuss/docker-maven-plugin,254,110,364,70
rhuss/docker-maven-plugin,0,96,96,0
rhuss/docker-maven-plugin,0,83,83,0
rhuss/docker-maven-plugin,163,52,215,76
rhuss/docker-maven-plugin,0,40,40,0
rhuss/docker-maven-plugin,0,29,29,0
rhuss/docker-maven-plugin,N/A,N/A,N/A,93
rhuss/docker-maven-plugin,268,0,268,100
rhuss/docker-maven-plugin,22,0,22,100
rhuss/docker-maven-plugin,423,306,729,58
rhuss/docker-maven-plugin,82,280,362,23
rhuss/docker-maven-plugin,679,65,744,91
rhuss/docker-maven-plugin,39,51,90,43
rhuss/docker-maven-plugin,125,34,159,79
rhuss/docker-maven-plugin,119,32,151,79
rhuss/docker-maven-plugin,251,23,274,92
rhuss/docker-maven-plugin,464,21,485,96
rhuss/docker-maven-plugin,97,18,115,84
rhuss/docker-maven-plugin,0,17,17,0
rhuss/docker-maven-plugin,33,12,45,73
rhuss/docker-maven-plugin,64,9,73,88
rhuss/docker-maven-plugin,39,9,48,81
rhuss/docker-maven-plugin,26,9,35,74
rhuss/docker-maven-plugin,62,7,69,90
rhuss/docker-maven-plugin,N/A,N/A,N/A,94
rhuss/docker-maven-plugin,N/A,N/A,N/A,97
rhuss/docker-maven-plugin,N/A,N/A,N/A,99
rhuss/docker-maven-plugin,N/A,N/A,N/A,70
rhuss/docker-maven-plugin,60,0,60,100
rhuss/docker-maven-plugin,46,0,46,100
rhuss/docker-maven-plugin,19,0,19,100
rhuss/docker-maven-plugin,12,0,12,100
rhuss/docker-maven-plugin,N/A,0,N/A,100
ryantenney/metrics-spring,105,64,169,62
ryantenney/metrics-spring,175,56,231,76
ryantenney/metrics-spring,175,56,231,76
ryantenney/metrics-spring,68,15,83,82
ryantenney/metrics-spring,68,15,83,82
ryantenney/metrics-spring,64,15,79,81
ryantenney/metrics-spring,39,9,48,81
ryantenney/metrics-spring,29,9,38,76
ryantenney/metrics-spring,48,8,56,86
ryantenney/metrics-spring,154,7,161,96
ryantenney/metrics-spring,136,3,139,98
ryantenney/metrics-spring,75,3,78,96
ryantenney/metrics-spring,119,2,121,98
ryantenney/metrics-spring,51,2,53,96
ryantenney/metrics-spring,50,2,52,96
ryantenney/metrics-spring,120,0,120,100
ryantenney/metrics-spring,81,0,81,100
ryantenney/metrics-spring,62,0,62,100
ryantenney/metrics-spring,56,0,56,100
ryantenney/metrics-spring,41,0,41,100
ryantenney/metrics-spring,29,0,29,100
ryantenney/metrics-spring,27,0,27,100
ryantenney/metrics-spring,26,0,26,100
ryantenney/metrics-spring,26,0,26,100
ryantenney/metrics-spring,20,0,20,100
ryantenney/metrics-spring,20,0,20,100
ryantenney/metrics-spring,18,0,18,100
ryantenney/metrics-spring,15,0,15,100
ryantenney/metrics-spring,13,0,13,100
ryantenney/metrics-spring,13,0,13,100
ryantenney/metrics-spring,13,0,13,100
ryantenney/metrics-spring,13,0,13,100
ryantenney/metrics-spring,13,0,13,100
ryantenney/metrics-spring,3,113,116,3
ryantenney/metrics-spring,45,93,138,33
ryantenney/metrics-spring,0,31,31,0
ryantenney/metrics-spring,270,7,277,97
ryantenney/metrics-spring,N/A,N/A,N/A,96
ryantenney/metrics-spring,N/A,N/A,N/A,71
ryantenney/metrics-spring,34,0,34,100
ryantenney/metrics-spring,107,54,161,66
ryantenney/metrics-spring,0,51,51,0
ryantenney/metrics-spring,114,26,140,81
ryantenney/metrics-spring,46,0,46,100
ryantenney/metrics-spring,0,268,268,0
ryantenney/metrics-spring,101,202,303,33
ryantenney/metrics-spring,5,166,171,3
ryantenney/metrics-spring,132,90,222,59
ryantenney/metrics-spring,0,52,52,0
ryantenney/metrics-spring,0,36,36,0
ryantenney/metrics-spring,99,30,129,77
ryantenney/metrics-spring,121,28,149,81
ryantenney/metrics-spring,188,18,206,91
ryantenney/metrics-spring,66,16,82,80
ryantenney/metrics-spring,102,13,115,89
ryantenney/metrics-spring,153,12,165,93
ryantenney/metrics-spring,113,12,125,90
ryantenney/metrics-spring,0,9,9,0
ryantenney/metrics-spring,0,9,9,0
ryantenney/metrics-spring,114,8,122,93
ryantenney/metrics-spring,104,8,112,93
ryantenney/metrics-spring,78,8,86,91
ryantenney/metrics-spring,42,8,50,84
ryantenney/metrics-spring,102,6,108,94
ryantenney/metrics-spring,22,6,28,79
ryantenney/metrics-spring,114,5,119,96
ryantenney/metrics-spring,62,4,66,94
ryantenney/metrics-spring,58,4,62,94
ryantenney/metrics-spring,N/A,N/A,N/A,98
ryantenney/metrics-spring,106,0,106,100
ryantenney/metrics-spring,40,0,40,100
ryantenney/metrics-spring,0,31,31,0
ryantenney/metrics-spring,0,10,10,0
ryantenney/metrics-spring,0,10,10,0
sachin-handiekar/jInstagram,0,1546,1546,0
sachin-handiekar/jInstagram,0,333,333,0
sachin-handiekar/jInstagram,0,168,168,0
sachin-handiekar/jInstagram,24,75,99,24
sachin-handiekar/jInstagram,N/A,N/A,N/A,17
sachin-handiekar/jInstagram,6,82,88,7
sachin-handiekar/jInstagram,6,58,64,9
sachin-handiekar/jInstagram,46,16,62,74
sachin-handiekar/jInstagram,11,0,11,100
sachin-handiekar/jInstagram,10,0,10,100
sachin-handiekar/jInstagram,0,10,10,0
sachin-handiekar/jInstagram,63,3,66,95
sachin-handiekar/jInstagram,0,3,3,0
sachin-handiekar/jInstagram,62,0,62,100
sachin-handiekar/jInstagram,50,0,50,100
sachin-handiekar/jInstagram,12,0,12,100
sachin-handiekar/jInstagram,11,116,127,9
sachin-handiekar/jInstagram,56,0,56,100
sachin-handiekar/jInstagram,32,0,32,100
sachin-handiekar/jInstagram,32,0,32,100
sachin-handiekar/jInstagram,0,135,135,0
sachin-handiekar/jInstagram,0,46,46,0
sachin-handiekar/jInstagram,24,8,32,75
sachin-handiekar/jInstagram,93,2,95,98
sachin-handiekar/jInstagram,80,0,80,100
sachin-handiekar/jInstagram,58,0,58,100
sachin-handiekar/jInstagram,56,0,56,100
sachin-handiekar/jInstagram,56,0,56,100
sachin-handiekar/jInstagram,46,0,46,100
sachin-handiekar/jInstagram,45,0,45,100
sachin-handiekar/jInstagram,44,0,44,100
sachin-handiekar/jInstagram,33,0,33,100
sachin-handiekar/jInstagram,33,0,33,100
sachin-handiekar/jInstagram,17,0,17,100
sachin-handiekar/jInstagram,17,0,17,100
sachin-handiekar/jInstagram,32,0,32,100
sachin-handiekar/jInstagram,20,0,20,100
sachin-handiekar/jInstagram,20,0,20,100
sachin-handiekar/jInstagram,32,0,32,100
sachin-handiekar/jInstagram,274,0,274,100
sachin-handiekar/jInstagram,39,0,39,100
sachin-handiekar/jInstagram,32,0,32,100
sachin-handiekar/jInstagram,44,0,44,100
sachin-handiekar/jInstagram,33,0,33,100
sachin-handiekar/jInstagram,32,0,32,100
sachin-handiekar/jInstagram,32,0,32,100
sachin-handiekar/jInstagram,20,7,27,74
sachin-handiekar/jInstagram,116,0,116,100
sachin-handiekar/jInstagram,47,0,47,100
sachin-handiekar/jInstagram,184,0,184,100
sachin-handiekar/jInstagram,94,0,94,100
sachin-handiekar/jInstagram,44,0,44,100
sachin-handiekar/jInstagram,44,0,44,100
sachin-handiekar/jInstagram,20,6,26,77
sachin-handiekar/jInstagram,20,6,26,77
sachin-handiekar/jInstagram,76,0,76,100
sachin-handiekar/jInstagram,240,106,346,69
sachin-handiekar/jInstagram,221,105,326,68
sachin-handiekar/jInstagram,65,46,111,59
sachin-handiekar/jInstagram,765,9,774,99
sachin-handiekar/jInstagram,49,9,58,84
sachin-handiekar/jInstagram,N/A,N/A,N/A,94
sachin-handiekar/jInstagram,N/A,N/A,N/A,94
sachin-handiekar/jInstagram,16,0,16,100
sachin-handiekar/jInstagram,73,9,82,89
sachin-handiekar/jInstagram,53,9,62,85
sachin-handiekar/jInstagram,17,0,17,100
sachin-handiekar/jInstagram,3,0,3,100
sachin-handiekar/jInstagram,3,0,3,100
sachin-handiekar/jInstagram,114,289,403,28
sachin-handiekar/jInstagram,0,73,73,0
sachin-handiekar/jInstagram,0,15,15,0
sachin-handiekar/jInstagram,59,9,68,87
sachin-handiekar/jInstagram,45,0,45,100
sachin-handiekar/jInstagram,38,0,38,100
sachin-handiekar/jInstagram,17,0,17,100
sachin-handiekar/jInstagram,17,0,17,100
sachin-handiekar/jInstagram,N/A,0,N/A,100
sachin-handiekar/jInstagram,0,99,99,0
sachin-handiekar/jInstagram,67,55,122,55
sachin-handiekar/jInstagram,0,42,42,0
sachin-handiekar/jInstagram,25,31,56,45
sachin-handiekar/jInstagram,77,24,101,76
sachin-handiekar/jInstagram,0,19,19,0
sachin-handiekar/jInstagram,86,17,103,83
sahan/RoboZombie,3,48,51,6
sahan/RoboZombie,4,12,16,25
sahan/RoboZombie,13,3,16,81
sahan/RoboZombie,0,58,58,0
sahan/RoboZombie,93,5,98,95
sahan/RoboZombie,3,141,144,2
sahan/RoboZombie,0,69,69,0
sahan/RoboZombie,32,38,70,46
sahan/RoboZombie,0,30,30,0
sahan/RoboZombie,12,26,38,32
sahan/RoboZombie,0,23,23,0
sahan/RoboZombie,19,22,41,46
sahan/RoboZombie,0,21,21,0
sahan/RoboZombie,54,18,72,75
sahan/RoboZombie,27,13,40,68
sahan/RoboZombie,97,11,108,90
sahan/RoboZombie,15,10,25,60
sahan/RoboZombie,40,7,47,85
sahan/RoboZombie,60,6,66,91
sahan/RoboZombie,7,5,12,58
sahan/RoboZombie,6,0,6,100
sahan/RoboZombie,3,0,3,100
sahan/RoboZombie,44,31,75,59
sahan/RoboZombie,4,12,16,25
sahan/RoboZombie,4,12,16,25
sahan/RoboZombie,4,12,16,25
sahan/RoboZombie,57,0,57,100
sahan/RoboZombie,57,0,57,100
sahan/RoboZombie,54,0,54,100
sahan/RoboZombie,31,98,129,24
sahan/RoboZombie,96,86,182,53
sahan/RoboZombie,0,29,29,0
sahan/RoboZombie,4,26,30,13
sahan/RoboZombie,63,23,86,73
sahan/RoboZombie,83,19,102,81
sahan/RoboZombie,24,19,43,56
sahan/RoboZombie,31,18,49,63
sahan/RoboZombie,48,12,60,80
sahan/RoboZombie,22,12,34,65
sahan/RoboZombie,9,8,17,53
sahan/RoboZombie,33,3,36,92
sahan/RoboZombie,3,3,6,50
sahan/RoboZombie,40,2,42,95
sahan/RoboZombie,10,0,10,100
sahan/RoboZombie,7,0,7,100
sahan/RoboZombie,8,307,315,3
sahan/RoboZombie,44,239,283,16
sahan/RoboZombie,0,176,176,0
sahan/RoboZombie,9,156,165,5
sahan/RoboZombie,0,150,150,0
sahan/RoboZombie,0,123,123,0
sahan/RoboZombie,52,85,137,38
sahan/RoboZombie,20,77,97,21
sahan/RoboZombie,51,67,118,43
sahan/RoboZombie,37,66,103,36
sahan/RoboZombie,0,61,61,0
sahan/RoboZombie,0,57,57,0
sahan/RoboZombie,0,55,55,0
sahan/RoboZombie,0,35,35,0
sahan/RoboZombie,0,33,33,0
sahan/RoboZombie,0,26,26,0
sahan/RoboZombie,0,18,18,0
sahan/RoboZombie,0,16,16,0
sahan/RoboZombie,0,11,11,0
sahan/RoboZombie,53,8,61,87
sahan/RoboZombie,87,0,87,100
sahan/RoboZombie,26,0,26,100
sahan/RoboZombie,3,203,206,1
sahan/RoboZombie,0,178,178,0
sahan/RoboZombie,0,147,147,0
sahan/RoboZombie,0,123,123,0
sahan/RoboZombie,3,69,72,4
sahan/RoboZombie,0,61,61,0
sahan/RoboZombie,0,45,45,0
sahan/RoboZombie,0,38,38,0
sahan/RoboZombie,0,37,37,0
sahan/RoboZombie,0,34,34,0
sahan/RoboZombie,0,33,33,0
sahan/RoboZombie,0,31,31,0
sahan/RoboZombie,18,28,46,39
sahan/RoboZombie,13,26,39,33
sahan/RoboZombie,0,16,16,0
sahan/RoboZombie,0,5,5,0
sahan/RoboZombie,0,188,188,0
sahan/RoboZombie,185,168,353,52
sahan/RoboZombie,80,166,246,33
sahan/RoboZombie,122,112,234,52
sahan/RoboZombie,35,88,123,28
sahan/RoboZombie,9,55,64,14
sahan/RoboZombie,0,55,55,0
sahan/RoboZombie,0,37,37,0
sahan/RoboZombie,0,34,34,0
sahan/RoboZombie,0,26,26,0
sahan/RoboZombie,0,15,15,0
sahan/RoboZombie,0,15,15,0
sahan/RoboZombie,0,15,15,0
sahan/RoboZombie,0,15,15,0
sahan/RoboZombie,14,0,14,100
sahan/RoboZombie,10,3,13,77
sahan/RoboZombie,0,3,3,0
sahan/RoboZombie,0,18,18,0
sahan/RoboZombie,0,733,733,0
sahan/RoboZombie,104,407,511,20
sahan/RoboZombie,0,253,253,0
sahan/RoboZombie,0,24,24,0
sahan/RoboZombie,0,250,250,0
sarxos/webcam-capture,676,852,1528,44
sarxos/webcam-capture,0,778,778,0
sarxos/webcam-capture,0,633,633,0
sarxos/webcam-capture,0,493,493,0
sarxos/webcam-capture,215,442,657,33
sarxos/webcam-capture,0,431,431,0
sarxos/webcam-capture,0,355,355,0
sarxos/webcam-capture,256,317,573,45
sarxos/webcam-capture,0,301,301,0
sarxos/webcam-capture,0,236,236,0
sarxos/webcam-capture,0,211,211,0
sarxos/webcam-capture,50,198,248,20
sarxos/webcam-capture,0,153,153,0
sarxos/webcam-capture,0,126,126,0
sarxos/webcam-capture,0,117,117,0
sarxos/webcam-capture,0,113,113,0
sarxos/webcam-capture,0,99,99,0
sarxos/webcam-capture,0,85,85,0
sarxos/webcam-capture,45,74,119,38
sarxos/webcam-capture,0,67,67,0
sarxos/webcam-capture,0,65,65,0
sarxos/webcam-capture,0,57,57,0
sarxos/webcam-capture,0,55,55,0
sarxos/webcam-capture,0,49,49,0
sarxos/webcam-capture,0,48,48,0
sarxos/webcam-capture,0,44,44,0
sarxos/webcam-capture,0,42,42,0
sarxos/webcam-capture,47,37,84,56
sarxos/webcam-capture,13,37,50,26
sarxos/webcam-capture,0,32,32,0
sarxos/webcam-capture,0,32,32,0
sarxos/webcam-capture,0,26,26,0
sarxos/webcam-capture,0,26,26,0
sarxos/webcam-capture,0,24,24,0
sarxos/webcam-capture,N/A,N/A,N/A,21
sarxos/webcam-capture,0,23,23,0
sarxos/webcam-capture,59,17,76,78
sarxos/webcam-capture,0,17,17,0
sarxos/webcam-capture,0,13,13,0
sarxos/webcam-capture,0,13,13,0
sarxos/webcam-capture,0,13,13,0
sarxos/webcam-capture,0,N/A,N/A,0
sarxos/webcam-capture,N/A,N/A,N/A,69
sarxos/webcam-capture,N/A,N/A,N/A,84
sarxos/webcam-capture,N/A,N/A,N/A,27
sarxos/webcam-capture,N/A,N/A,N/A,59
sarxos/webcam-capture,N/A,N/A,N/A,96
sarxos/webcam-capture,40,0,40,100
sarxos/webcam-capture,25,0,25,100
sarxos/webcam-capture,20,0,20,100
sarxos/webcam-capture,16,0,16,100
sarxos/webcam-capture,0,834,834,0
sarxos/webcam-capture,0,69,69,0
sarxos/webcam-capture,0,60,60,0
sarxos/webcam-capture,0,46,46,0
sarxos/webcam-capture,0,31,31,0
sarxos/webcam-capture,0,70,70,0
sarxos/webcam-capture,0,58,58,0
sarxos/webcam-capture,0,27,27,0
sarxos/webcam-capture,0,42,42,0
sarxos/webcam-capture,0,37,37,0
sarxos/webcam-capture,29,8,37,78
sarxos/webcam-capture,29,7,36,81
sarxos/webcam-capture,26,1,27,96
sarxos/webcam-capture,12,0,12,100
sarxos/webcam-capture,0,313,313,0
sarxos/webcam-capture,0,34,34,0
sarxos/webcam-capture,0,164,164,0
sarxos/webcam-capture,0,95,95,0
sarxos/webcam-capture,0,46,46,0
sarxos/webcam-capture,31,30,61,51
sarxos/webcam-capture,0,794,794,0
sarxos/webcam-capture,0,165,165,0
sarxos/webcam-capture,0,154,154,0
sarxos/webcam-capture,0,112,112,0
sarxos/webcam-capture,78,540,618,13
sarxos/webcam-capture,0,306,306,0
sarxos/webcam-capture,46,170,216,21
sarxos/webcam-capture,122,107,229,53
sarxos/webcam-capture,0,103,103,0
sarxos/webcam-capture,0,29,29,0
sarxos/webcam-capture,8,23,31,26
sarxos/webcam-capture,0,19,19,0
sarxos/webcam-capture,29,9,38,76
sarxos/webcam-capture,0,N/A,N/A,0
sarxos/webcam-capture,0,48,48,0
sarxos/webcam-capture,0,176,176,0
sarxos/webcam-capture,0,166,166,0
sarxos/webcam-capture,0,166,166,0
sarxos/webcam-capture,0,212,212,0
sarxos/webcam-capture,0,70,70,0
sarxos/webcam-capture,31,37,68,46
sarxos/webcam-capture,0,15,15,0
sarxos/webcam-capture,0,597,597,0
sarxos/webcam-capture,0,196,196,0
sarxos/webcam-capture,0,172,172,0
sarxos/webcam-capture,0,26,26,0
scobal/seyren,232,93,325,71
scobal/seyren,118,58,176,67
scobal/seyren,0,51,51,0
scobal/seyren,106,9,115,92
scobal/seyren,81,8,89,91
scobal/seyren,163,5,168,97
scobal/seyren,4,5,9,44
scobal/seyren,4,0,4,100
scobal/seyren,0,13,13,0
scobal/seyren,22,5,27,81
scobal/seyren,126,0,126,100
scobal/seyren,52,0,52,100
scobal/seyren,0,66,66,0
scobal/seyren,0,60,60,0
scobal/seyren,0,12,12,0
scobal/seyren,0,139,139,0
scobal/seyren,0,77,77,0
scobal/seyren,0,71,71,0
scobal/seyren,0,45,45,0
scobal/seyren,0,42,42,0
scobal/seyren,0,395,395,0
scobal/seyren,0,304,304,0
scobal/seyren,0,209,209,0
scobal/seyren,0,111,111,0
scobal/seyren,150,79,229,66
scobal/seyren,209,74,283,74
scobal/seyren,121,64,185,65
scobal/seyren,0,62,62,0
scobal/seyren,231,55,286,81
scobal/seyren,183,44,227,81
scobal/seyren,258,43,301,86
scobal/seyren,209,26,235,89
scobal/seyren,183,26,209,88
scobal/seyren,97,25,122,80
scobal/seyren,178,23,201,89
scobal/seyren,66,15,81,81
scobal/seyren,59,9,68,87
scobal/seyren,35,5,40,88
scobal/seyren,32,0,32,100
scobal/seyren,22,0,22,100
scobal/seyren,0,60,60,0
scobal/seyren,0,50,50,0
scobal/seyren,279,0,279,100
scobal/seyren,517,121,638,81
scobal/seyren,3,40,43,7
scobal/seyren,0,33,33,0
scobal/seyren,0,95,95,0
scobal/seyren,0,51,51,0
scobal/seyren,377,139,516,73
scobal/seyren,29,9,38,76
scobal/seyren,29,9,38,76
scobal/seyren,16,5,21,76
scobal/seyren,N/A,N/A,N/A,96
scobal/seyren,5,0,5,100
scobal/seyren,12,3,15,80
scobal/seyren,0,14,14,0
scobal/seyren,10,0,10,100
scobal/seyren,0,113,113,0
scobal/seyren,94,18,112,84
searls/jasmine-maven-plugin,0,23,23,0
searls/jasmine-maven-plugin,20,41,61,33
searls/jasmine-maven-plugin,6,32,38,16
searls/jasmine-maven-plugin,102,7,109,94
searls/jasmine-maven-plugin,9,0,9,100
searls/jasmine-maven-plugin,7,2,9,78
searls/jasmine-maven-plugin,168,93,261,64
searls/jasmine-maven-plugin,N/A,N/A,N/A,86
searls/jasmine-maven-plugin,26,0,26,100
searls/jasmine-maven-plugin,18,0,18,100
searls/jasmine-maven-plugin,31,0,31,100
searls/jasmine-maven-plugin,24,0,24,100
searls/jasmine-maven-plugin,17,0,17,100
searls/jasmine-maven-plugin,54,52,106,51
searls/jasmine-maven-plugin,0,12,12,0
searls/jasmine-maven-plugin,3,10,13,23
searls/jasmine-maven-plugin,98,0,98,100
searls/jasmine-maven-plugin,28,53,81,35
searls/jasmine-maven-plugin,90,35,125,72
searls/jasmine-maven-plugin,107,24,131,82
searls/jasmine-maven-plugin,0,16,16,0
searls/jasmine-maven-plugin,3,11,14,21
